,created_at,text,screen_name,followers,friends,rt,fav,0,0,0,0,0
957,Mon Jun 12 12:07:03 +0000 2017," '""RT @chunkymark: Theresa Mays Tories\nNO Manifesto \nNO Mandate \nNO Majority https://t.co/cDWGtt4LKi""'", 'Marley_Brittain',290,214,0,0,1,0,0,11,right
958,Mon Jun 12 12:07:03 +0000 2017," '""RT @RightNewsUK: Voter fraud is too easy especially with students... this why Labour did so well! https://t.co/c4EVGLBGY0""'", 'Glaisnock_J',563,613,0,0,4,0,1,17,left
959,Mon Jun 12 12:07:04 +0000 2017," '""RT @HackneyAbbott: 30 years and 8 elections later my #GE2017 election speech https://t.co/UMWfJ84JFM""'", 'jinnerspace',381,440,0,0,1,0,0,13,0
960,Mon Jun 12 12:07:04 +0000 2017," '""RT @dwdavison9318: DEMOCRATS: what can we do to counter the nationalist right\nLABOUR: I have a few idea-\nDEMOCRATS: what if we support Mitt…""'", 'itslikeimsaying',206,215,0,0,0,0,0,22,0
961,Mon Jun 12 12:07:03 +0000 2017," '""My thoughts on this fucking mess. #Worstprimeministerinhistory https://t.co/XIGxUa1vx2""'", 'SkinMund',38,201,0,0,2,0,0,8,0
962,Mon Jun 12 12:07:04 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'palestininianpr',14220,14471,0,0,4,0,0,24,0
963,Mon Jun 12 12:07:04 +0000 2017," '""RT @simplyirfan: #WorldDayAgainstChildLabour  Protect Children from Child Labour. #NoChildLabour https://t.co/JhrjZ8TsnN""'", 'venurajr',128,118,0,0,2,0,0,10,0
964,Mon Jun 12 12:07:04 +0000 2017," '""RT @OwenJones84: Tories doubling down on contempt for the young will 100% turn their political fortunes around https://t.co/4ZIOWZYFIC""'", 'fergusonkeith',2917,2764,0,0,1,0,0,18,right
965,Mon Jun 12 12:07:04 +0000 2017," '""RT @CarolineLucas: Beggars belief. One look at Gove’s voting record shows him unfit for this job: https://t.co/IIzaJRek8I https://t.co/TzIx…""'", 'SBlakeSFC',1369,3341,0,0,3,0,0,18,0
966,Mon Jun 12 12:07:04 +0000 2017," '""RT @buxton_andy: @PolhomeEditor @Ben_Everitt Did the entire Labour Party study mathematics together?""'", 'Ben_Everitt',1292,971,0,0,0,0,0,12,left
967,Mon Jun 12 12:07:05 +0000 2017," '""RT @scatterbrain6: @LBC Labour &amp; Tory manifestos committed to Brexit &amp; ending free movement. 84% electorate voted for these parties so clea…""'", 'Pythagoreanidea',403,384,0,0,1,0,0,22,None
968,Mon Jun 12 12:07:05 +0000 2017," '""RT @Harryslaststand: There is now talk that Theresa May will delay both #brexit talks &amp; the Queens speech which indicates the Tories aren…""'", 'JeremyToms54',350,284,0,0,0,0,0,23,right
969,Mon Jun 12 12:07:05 +0000 2017," '""RT @edknock: 2017 election results by Football League teams (changes w 2015)\n\nLabour 63 (+3)\nConservative 28 (-4)\nLib Dems 1 (+1) https://t…""'", 'MikeyRiley67',253,364,0,0,0,0,0,20,0
970,Mon Jun 12 12:07:05 +0000 2017," '""RT @jimwaterson: Everyones talking about how Labour could do next election but no ones considering Lord Buckethead leading a Macro… ""'", 'alexpday',1342,790,0,0,0,0,0,21,left
971,Mon Jun 12 12:07:05 +0000 2017," '""RT @NHSMillion: Just a week ago we were heading for a huge Tory majority but we proved we can all make a difference &amp; that this isn… ""'", 'miltonkeynsie',480,960,0,0,0,0,0,28,right
972,Mon Jun 12 12:07:06 +0000 2017," '""RT @Rachael_Swindon: Jeremy Corbyn is preparing Labours own Queens Speech to form government if (when) Theresa May fails.… ""'", 'kernow4corbyn',1385,189,0,0,1,0,0,19,None
973,Mon Jun 12 12:07:05 +0000 2017," '""RT @AaronBastani: A friend had to leave the country because his US partner wasnt earning enough money. Theresa May is a coward whose… ""'", 'xander_a_cat',24,330,0,0,1,0,0,24,right
974,Mon Jun 12 12:07:06 +0000 2017," '""RT @charlottes1993: Delay to the Queens Speech is more proof that Theresa May should not be Prime Minister - just the beginning for her co…""'", '_jaycampos_',199,471,0,0,0,0,0,25,right
975,Mon Jun 12 12:07:06 +0000 2017," '""RT @Mlow59: @C4Ciaran @Highway62 Not being accountable to scrutiny seems the Tory way.\nStrange from Ruth who demands accountabi… ""'", 'Libran_Chick',210,720,0,0,1,0,0,19,right
976,Mon Jun 12 12:07:06 +0000 2017," '""RT @pinkhiigh: But there isnt a magic money tree for NHS nurses. https://t.co/qrC9GOUn7G""'", 'ebz_tweetz',461,353,0,0,2,0,0,13,0
977,Mon Jun 12 12:07:06 +0000 2017," '""Hes a shifty cunt too. https://t.co/GvcCcGdKZG""'", 'twitchingphil',1913,2165,0,0,2,0,0,6,0
978,Mon Jun 12 12:07:06 +0000 2017," '""RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…""'", 'ltsvickybaby',279,141,0,0,2,0,0,18,left
979,Mon Jun 12 12:07:06 +0000 2017," '""Are the Tories like their 1922 committee- nearly 100 years behind the times?""'", 'RobStefanelli',15,21,0,0,0,0,0,13,right
980,Mon Jun 12 12:07:06 +0000 2017," '""@2tribesgotojaw All very commendable but it was the Labour spin/fantasy that struck a chord with chunks of the electorate""'", 'trickytaylors',390,782,0,0,0,0,0,19,left
981,Mon Jun 12 12:07:06 +0000 2017," '""RT @nic_hughes: V useful overview of implications of the mini-shuffle https://t.co/jYRf3w0uqa""'", 'nicolevIFG',1837,999,0,0,1,0,0,11,0
982,Mon Jun 12 12:07:06 +0000 2017," '""Revealed! How Theresa May wept after election loss - News Agency of… https://t.co/I6UR99P3kD #palin #teaparty""'", 'FollowPalin',1664,19,0,0,1,0,1,15,right
983,Mon Jun 12 12:07:06 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'Rachel_cam',44,95,0,0,4,0,0,24,0
984,Mon Jun 12 12:07:06 +0000 2017," '""suddenly the #bbc is back to being the bolshevik broadcasting company funny old world #labour #tories""'", 'blamethesoil',90,168,0,0,0,0,0,16,0
985,Mon Jun 12 12:07:06 +0000 2017," '""RT @mrchrisaddison: Theresa May is the political equivalent of the hotel guest not picking up the call from reception telling them checkout…""'", 'CymruNerdCave',456,919,0,0,0,0,0,22,right
986,Mon Jun 12 12:07:06 +0000 2017," '""Not good for Britain either. https://t.co/4OBc4zyBb9""'", 'pattrice',2898,1158,0,0,2,0,0,6,0
987,Mon Jun 12 12:07:06 +0000 2017," '""Queens Speech delayed. And now #Brexit delayed. More u-turns by Theresa May.\n\nTories starting to sound like Southern Rail.\n\n#HungParliament""'", 'MoFarooq9',2396,2972,0,0,4,0,0,18,right
988,Mon Jun 12 12:07:07 +0000 2017," '""@AdamBienkov @Alliance4PR Conservative and Labour Parties the name tags outdated because they are both unwieldy coa… https://t.co/BnwwlRC57o""'", 'BoormanPatrick',7,28,0,0,1,0,0,17,None
989,Mon Jun 12 12:07:07 +0000 2017," '""RT @robn1980: 🎥 | This is important to bear in mind post-#GE2017; @CenkUygur: Everybody on television is pre-selected to maintai… ""'", 'sebGeist_X',67,403,0,0,0,0,0,21,0
990,Mon Jun 12 12:07:07 +0000 2017," '""RT @jeremycorbyn: Hard-won LGBT rights must not be sold out by @Theresa_May and the Tories as they try to cling to power with the DUP. http…""'", 'JackHodgkiss',60,181,0,0,1,0,0,26,right
991,Mon Jun 12 12:07:07 +0000 2017," '""The Tartan Tories have left the SNP for the real Tories - and theyre not going back https://t.co/GWZII7SsFl""'", 'snochi',1205,1177,0,0,1,0,0,18,right
992,Mon Jun 12 12:07:07 +0000 2017," '""RT @EveningStandard: Theresa May plotted election two weeks earlier than No 10 said https://t.co/ek5y7Rag2T""'", 'PegasusCorpInfo',1507,1999,0,0,1,0,0,14,right
993,Mon Jun 12 12:07:08 +0000 2017," '""RT @AaronBastani: Lots of new members in your CLP @dianajohnsonMP - over 100 since GE called. Big Corbyn support! https://t.co/xeGznqY99q""'", 'redsnoopdogg',5437,5341,0,0,2,0,1,20,left
994,Mon Jun 12 12:07:08 +0000 2017," '""RT @RightNewsUK: Voter fraud is too easy especially with students... this why Labour did so well! https://t.co/c4EVGLBGY0""'", 'Stephen58433434',46,66,0,0,4,0,1,17,left
995,Mon Jun 12 12:07:08 +0000 2017," '""RT @wendyj08: You fought a great campaign. Wish you were my MP. some of these Labour moderates are still being very tricky...… ""'", 'Peratallada',1161,2529,0,0,5,0,0,23,left
996,Mon Jun 12 12:07:08 +0000 2017," '"".@GerryAdamsSF says he doesnt believe any deal between the DUP &amp; English Tories will be good for people here""'", 'Tracey_utv',13909,1293,0,0,1,0,0,19,right
997,Mon Jun 12 12:07:08 +0000 2017," '""RT @Hepworthclare: Queens Speech *postponed*\nTory Manifesto *shredded*\nNobody has CLUE about what is going on !\nBut HEY - DUP will bail yo…""'", 'lauramarsh70',4175,4981,0,0,0,0,1,21,0
998,Mon Jun 12 12:07:08 +0000 2017," '""RT @TheGreenParty: Evidence of Theresa Mays complete disregard for the environment @CarolineLucas on appointment of Gove as environ… ""'", 'charlottethomp5',233,185,0,0,0,0,0,19,right
999,Mon Jun 12 12:07:09 +0000 2017," '""RT @NHSMillion: Jeremy Hunt has just been re-appointed as Health Secretary by Theresa May - pls RT if you agree it is an utter disg… ""'", 'injytech',153,195,0,0,0,0,0,26,None
1000,Mon Jun 12 12:07:08 +0000 2017," '""seller of the month😂 https://t.co/ErfpMop8ye""'", 'AminProducer',387,301,0,0,1,0,0,5,0
1001,Mon Jun 12 12:07:09 +0000 2017," '""@NeolithicFarmer Only a tory could turn a defeat into a victory. Your party has brought the country into disrepute.""'", 'FabianR01829954',27,84,0,0,2,0,0,19,0
1002,Mon Jun 12 12:07:09 +0000 2017," '""RT @Harryslaststand: There is now talk that Theresa May will delay both #brexit talks &amp; the Queens speech which indicates the Tories aren…""'", 'snowdrop284',268,268,0,0,0,0,0,23,right
1003,Mon Jun 12 12:07:09 +0000 2017," '""@DanielJHannan @SusannaNorth No no no. We voted to rid us hard brexit Tories. Masses of tactical voting to achieve… https://t.co/JhkR5H14xu""'", 'hoddydod70',221,170,0,0,3,0,0,20,0
1004,Mon Jun 12 12:07:09 +0000 2017," '""RT @KulganofCrydee: Jolly old @OwenJones84 complaining about Tories making deals with what he calls terrorism supporters.... Oh Owen https:…""'", 'OC1645',611,696,0,0,4,0,0,19,right
1005,Mon Jun 12 12:07:09 +0000 2017," '""Because all other age groups vote for purely altruistic reasons? Actually it was the shock of the Brexit vote that… https://t.co/2BghAwRQuu""'", 'ZHDar',1397,2652,0,0,1,0,0,21,0
1006,Mon Jun 12 12:07:09 +0000 2017," '""https://t.co/HfwZtRYa3Z\nHow the election backfired for Theresa May!\n#Election2017 #StrongAndStable""'", 'tradeviews100',1611,4875,0,0,1,0,1,8,right
1007,Mon Jun 12 12:07:09 +0000 2017," '""RT @GuidoFawkes: WATCH: McDonnell Said Corbyn Would Have to Resign if Labour Lost [VIDEO] https://t.co/9SKdB1i5XB https://t.co/AUzZgtvBZS""'", 'toryVal',340,257,0,0,2,0,0,16,left
1008,Mon Jun 12 12:07:09 +0000 2017," '""RT @UKMoments: Orange Order want to lift ban on parades if DUP do a deal with Theresa May. https://t.co/V74VGDJRkB""'", 'SophieCLeighton',253,468,0,0,2,0,0,19,right
1009,Mon Jun 12 12:07:09 +0000 2017," '""By the time I spoke to this lovely man on the day after the election I was back to being right about everything.  J… https://t.co/4MuVtfwCmp""'", 'ProfTimBale',13350,1735,0,0,2,0,0,25,0
1010,Mon Jun 12 12:07:09 +0000 2017," '""@FoxAlive555 @SkyNews @faisalislam Labour had the same Policy on the Single Market as the Tories so the Election be… https://t.co/djiekkGQNj""'", 'Avalon_DS',434,625,0,0,1,0,0,20,None
1011,Mon Jun 12 12:07:09 +0000 2017," '""RT @OMG_ItsKhairy: So basically he gave 35k of his own money to white people caus ethey thought he was broke? \n\nNiggas stupid https://t.co/…""'", 'Weekdy',897,841,0,0,1,0,0,23,0
1012,Mon Jun 12 12:07:09 +0000 2017," '""RT @tiggrtalk: Ireland’s prime minister warns Theresa May over deal with DUP https://t.co/1EzRKUvQt6""'", 'KillingJokez',2440,2229,0,0,1,0,0,13,right
1013,Mon Jun 12 12:07:09 +0000 2017," '""RT @wikileaks: Night It Rained Guns: How Is Theresa May’s Ally DUP Linked To  Purulia Arms Drop Case?\nhttps://t.co/zFaNR7hrVK""'", 'suegray834',841,1212,0,0,1,0,0,18,right
1014,Mon Jun 12 12:07:09 +0000 2017," '""UK Electoral commission: Labour General Election Fraud 2017 - Sign the Petition! https://t.co/ELV6FFQAdd""'", 'trollskin9',315,524,0,0,1,0,1,13,left
1015,Mon Jun 12 12:07:10 +0000 2017," '""RT @WorldOfMarkyD: Jeremy Corbyns rise.. symbalises the rejection of NeoLiberalism ✅\n\n❌privatisation\n❌deregulation\n❌austerity\n❌corporate r…""'", 'glebbern',1479,2240,0,0,2,0,0,12,left
1016,Mon Jun 12 12:07:09 +0000 2017," '""RT @Xhakaed: And the internet came up with anti-Theresa May memes for free lmaoooo what an L https://t.co/e0ZlHcSRzo""'", 'VOIDBOYE',876,315,0,0,1,0,0,18,right
1017,Mon Jun 12 12:07:10 +0000 2017," '""RT @NHSMillion: Jeremy Hunt has just been re-appointed as Health Secretary by Theresa May - pls RT if you agree it is an utter disg… ""'", 'Chowmwng',299,213,0,0,0,0,0,26,None
1018,Mon Jun 12 12:07:10 +0000 2017," '""RT @umbyrella: They will not accept an alliance. Theyll only accept being in full control of this hellbound vessel. https://t.co/imLzNAxotU""'", 'non_bona_dicta',783,162,0,0,3,0,0,20,0
1019,Mon Jun 12 12:07:10 +0000 2017," '""RT @jeremycorbyn: Hard-won LGBT rights must not be sold out by @Theresa_May and the Tories as they try to cling to power with the DUP. http…""'", 'CalamityCrafts',489,1117,0,0,1,0,0,26,right
1020,Mon Jun 12 12:07:10 +0000 2017," '""RT @AyrshireBog: The SNP trying to digest the result of #ge2017 and the disappearance of Indyref2 in a puff of smoke. https://t.co/he9TINn3…""'", 'annkane20',419,703,0,0,2,0,0,22,0
1021,Mon Jun 12 12:07:10 +0000 2017," '""RT @Xhakaed: And the internet came up with anti-Theresa May memes for free lmaoooo what an L https://t.co/e0ZlHcSRzo""'", 'marivinther',1591,181,0,0,1,0,0,18,right
1022,Mon Jun 12 12:07:11 +0000 2017," '""RT @garwboy: Labour are red\nTories are blue\nNigel Farage is a stain on the underpants of humanity\nThis started like a poem but I got distra…""'", 'isitjustmeman',526,643,0,0,0,0,0,24,left
1023,Mon Jun 12 12:07:11 +0000 2017," '""Has Jeremy Corbyn ever been to Lidl? @Grime4Corbyn @saskilla @realadamdeacon @jeremycorbyn @jeremycorbyn @UKLabour""'", 'labourUnderdog',3,8,0,0,0,0,0,13,left
1024,Mon Jun 12 12:07:10 +0000 2017," '""RT @pinkhiigh: But there isnt a magic money tree for NHS nurses. https://t.co/qrC9GOUn7G""'", 'hurrikanye',873,812,0,0,2,0,0,13,0
1025,Mon Jun 12 12:07:11 +0000 2017," '""RT @Bonn1eGreer: #GeorgeOsbornes  front page urged #London to vote for the #Tories.\nWe Londoners responded this way:\n#newpundits\nhttps://t…""'", 'Okavangomick',712,1411,0,0,1,0,0,16,0
1026,Mon Jun 12 12:07:11 +0000 2017," '""RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…""'", '0afbot',332,123,0,0,2,0,0,18,left
1027,Mon Jun 12 12:07:11 +0000 2017," '""RT @daily_trust: Nasarawa Assembly to convert casual workers to permanent staff   https://t.co/d61nCFCRCg https://t.co/L9pBusTswz""'", 'owusoya',93,503,0,0,2,0,0,13,0
1028,Mon Jun 12 12:07:11 +0000 2017," '""RT @Nezifah: Broke ass boi @torylanez  bet u wont come to my crib and put 35 racks on my kitchen floor ol broke ass https://t.co/wZwNGUMVA1""'", 'Agya95',315,200,0,0,1,0,0,25,0
1029,Mon Jun 12 12:07:11 +0000 2017," '""RT @Hepworthclare: Queens Speech *postponed*\nTory Manifesto *shredded*\nNobody has CLUE about what is going on !\nBut HEY - DUP will bail yo…""'", 'Lizmcauleyvirg1',26,194,0,0,0,0,1,21,0
1030,Mon Jun 12 12:07:11 +0000 2017," '""Getting deal with DUP is proving much harder than Theresa May thought. Is there anything that ISNT much harder than Theresa May thought?""'", 'benet_catty',707,1156,0,0,1,0,0,23,right
1031,Mon Jun 12 12:07:11 +0000 2017," '""uh oh royalists are dead again its labour now https://t.co/HI15kS45X5""'", 'HodgeyBoo',103,177,0,0,1,0,0,10,0
1032,Mon Jun 12 12:07:11 +0000 2017," '""RT @EUVoteLeave23rd: #SCUMBAG #GeorgeOsborne this nasty piece of work seeks the destruction of #BREXIT &amp; the STABILITY of #BRITAIN!!… ""'", '1922slaymaker',929,245,0,0,0,0,2,20,0
1033,Mon Jun 12 12:07:12 +0000 2017," '""RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…""'", 'soso_1369_s',330,127,0,0,2,0,0,18,left
1034,Mon Jun 12 12:07:12 +0000 2017," '""RT @Redpeter99: Theresa May now has so little authority that Philip has just refused to put out the bins.""'", 'CllrMehboobKhan',4624,4427,0,0,1,0,0,19,right
1035,Mon Jun 12 12:07:13 +0000 2017," '""RT @Harryslaststand: There is now talk that Theresa May will delay both #brexit talks &amp; the Queens speech which indicates the Tories aren…""'", 'WitchesKitchen',500,780,0,0,0,0,0,23,right
1036,Mon Jun 12 12:07:13 +0000 2017," '""RT @tom_watson: We will be pressing Theresa May until she gives answers. https://t.co/8M0gX0RUnr""'", 'jpmb2015',27,137,0,0,2,0,0,13,right
1037,Mon Jun 12 12:07:13 +0000 2017," '""RT @frankieboyle: My bit on Jeremy Corbyn from ages ago. What a beautiful morning. https://t.co/G2P0vPQjEn""'", 'Phoebe_Fuller98',61,187,0,0,3,0,0,15,left
1038,Mon Jun 12 12:07:13 +0000 2017," '""RT @JHC_Porter: The fact that a single Tory in this country thinks this is a political priority right now is just bat-shit crazy. G… ""'", 'temitchell1987',93,261,0,0,1,0,0,25,right
1039,Mon Jun 12 12:07:13 +0000 2017," '""RT @SteveBlogs1: The Tories will win a landslide once Boris teaches them how to master the force. \n https://t.co/4gXdAkix8P""'", 'ektopping',555,339,0,0,2,0,0,19,right
1040,Mon Jun 12 12:07:13 +0000 2017," '""RT @Hepworthclare: Queens Speech *postponed*\nTory Manifesto *shredded*\nNobody has CLUE about what is going on !\nBut HEY - DUP will bail yo…""'", 'kampra',468,646,0,0,0,0,1,21,0
1041,Mon Jun 12 12:07:13 +0000 2017," '""RT @DannyDeVito: Way to go U.K. Congrats! Recognize the real deal! Jeremy Corbyn showing us how its done!\nLondon Calling""'", 'TheMDMilkman',148,732,0,0,2,0,3,19,left
1042,Mon Jun 12 12:07:13 +0000 2017," '""@Swissss But we are at such a unique moment. Rash to think Corbyn or Labour can necessarily build on the result""'", 'tomcopy',7556,2508,0,0,1,0,0,21,left
1043,Mon Jun 12 12:07:13 +0000 2017," '""RT @PolhomeEditor: Jeremy Corbyn supporters now demanding pundits who dont share their views should be banned from the airwaves. Incredibl…""'", 'lesley_62974',757,652,0,0,1,0,0,20,left
1044,Mon Jun 12 12:07:13 +0000 2017," '""RT @DanOnGov: Thatcher said Everyone needs a Willie. Now May has a Damian. @jillongovt reviews the new Cabinet. https://t.co/MU1GzbFN7U""'", 'nicolevIFG',1837,999,0,0,4,0,0,19,right
1045,Mon Jun 12 12:07:13 +0000 2017," '""RT @estwebber: So contrary to manifesto Theresa May makes no change to Fox or Hunt""'", 'AdrianWard2014',22,15,0,0,0,0,0,15,right
1046,Mon Jun 12 12:07:13 +0000 2017," '""RT @_Mrs_Africa: World Day Against Child Labour \n#SheIsAfrica \n#AfricanBeautyQueensWithSubstance https://t.co/Fo0Ec8PwuL""'", 'MapitsiHoldings',1001,936,0,0,1,0,0,10,left
1047,Mon Jun 12 12:07:13 +0000 2017," '""@stephenkb @AbiWilks We fought last GE with MSM telling everybody #tories were 4-7% ahead how many would vote diff… https://t.co/PiqXjNJeNr""'", 'JnthnMorse',468,788,0,0,1,0,0,20,0
1048,Mon Jun 12 12:07:14 +0000 2017," '""RT @MatthewBevan: John Oliver flew the real Lord Buckethead to NYC to pitch him as a Brexit negotiator for Theresa May. https://t.co/8eNR7a…""'", 'NuMusashi',89,147,0,0,2,0,0,22,right
1049,Mon Jun 12 12:07:14 +0000 2017," '""RT @RightNewsUK: Voter fraud is too easy especially with students... this why Labour did so well! https://t.co/c4EVGLBGY0""'", 'MarianneSansum',118939,22072,0,0,4,0,1,17,left
1050,Mon Jun 12 12:07:14 +0000 2017," '""@AMDWaters It falls in line with gender separated meeting that Labour have recently introduced""'", 'Lift_Consultant',155,197,0,0,0,0,0,14,left
1051,Mon Jun 12 12:07:14 +0000 2017," '""RT @Harryslaststand: Its no small thing when a government cant deliver its  #queensspeech on time as it indicates crisis within the hall…""'", 'tmb317',893,592,0,0,0,0,0,22,0
1052,Mon Jun 12 12:07:14 +0000 2017," '""RT @Politicalpolls_: Boris Johnson VS Jeremy Corbyn \n\nWho would you vote for as PM?\n\nPlease RETWEET this poll""'", 'PlantMaureen',1093,551,0,0,0,0,0,17,left
1053,Mon Jun 12 12:07:14 +0000 2017," '""RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…""'", 'no8o_dy',336,387,0,0,2,0,0,18,left
1054,Mon Jun 12 12:07:15 +0000 2017," '""RT @NHSMillion: Jeremy Hunt has just been re-appointed as Health Secretary by Theresa May - pls RT if you agree it is an utter disg… ""'", 'GezSheridan',174,307,0,0,0,0,0,26,None
1055,Mon Jun 12 12:07:15 +0000 2017," '""RT @Hepworthclare: Queens Speech *postponed*\nTory Manifesto *shredded*\nNobody has CLUE about what is going on !\nBut HEY - DUP will bail yo…""'", 'rik_big',229,260,0,0,0,0,1,21,0
1056,Mon Jun 12 12:07:15 +0000 2017," '""Labour MP Tulip Siddiq demands “truly independent” inquiry into Party’s antisemitism problem https://t.co/CBQ26htMub via @antisemitism""'", 'watchmaker101',598,2701,0,0,1,0,0,15,0
1057,Mon Jun 12 12:07:15 +0000 2017," '""RT @KulganofCrydee: Jolly old @OwenJones84 complaining about Tories making deals with what he calls terrorism supporters.... Oh Owen https:…""'", 'bigmargle',602,1253,0,0,4,0,0,19,right
1058,Mon Jun 12 12:07:15 +0000 2017," '""RT @brianmoore666: It was defeated by a vote of 11 - 10 in cabinet. https://t.co/WDW5CZK6Sr""'", 'edwardhenry1',362,1765,0,0,2,0,0,15,0
1059,Mon Jun 12 12:07:15 +0000 2017," '""RT @jeremycorbyn: 30 years ago today Diane Abbott became an MP. As the first black woman MP she continues to inspire &amp; represent the… ""'", 'Lukemattj0hnson',87,2308,0,0,1,0,0,25,0
1060,Mon Jun 12 12:07:15 +0000 2017," '""RT @WillWBloom: Wow. This was where students had been turned away at polling places and came back to demand they get to vote. Looks… ""'", 'j_sutherland2',3938,3252,0,0,2,0,0,25,0
1061,Mon Jun 12 12:07:15 +0000 2017," '""RT @lesbonner: RT @MarieAnnUK: *Tories Brexit Shambles* https://t.co/zTk4gEIcnU""'", 'freeWorld2',1638,1744,0,0,1,0,0,8,0
1062,Mon Jun 12 12:07:15 +0000 2017," '""RT @RCorbettMEP: Many feel that #Brexit is now in doubt: \n https://t.co/xfB1bwAgTr""'", 'TerryEnga',403,96,0,0,1,0,0,12,0
1063,Mon Jun 12 12:07:16 +0000 2017," '""RT @MichaelLCrick: And in Corbyns case its a lot easier as there are only four losing Labour MPs to contact https://t.co/hLkTACaIPF""'", 'tamdek',612,650,0,0,1,0,0,21,left
1064,Mon Jun 12 12:07:16 +0000 2017," '""I think the Tories are about to be hoisted by their own petard.""'", 'fauxpaschick',4033,2686,0,0,1,0,0,13,right
1065,Mon Jun 12 12:07:16 +0000 2017," '""RT @pinkhiigh: But there isnt a magic money tree for NHS nurses. https://t.co/qrC9GOUn7G""'", 'evehunter7',1135,739,0,0,2,0,0,13,0
1066,Mon Jun 12 12:07:16 +0000 2017," '""RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…""'", 'WAiLtoWalsh',63,80,0,0,2,0,0,18,left
1067,Mon Jun 12 12:07:16 +0000 2017," '""RT @MikeHolden42: @jonsnowC4 Its incredible the amount of damage the Tories are prepared to do to the UK to cling on to power.""'", 'mrshadyshadow',74,248,0,0,1,0,0,23,right
1068,Mon Jun 12 12:07:16 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'maidotheloch',314,404,0,0,4,0,0,24,0
1069,Mon Jun 12 12:07:16 +0000 2017," '""RT @MatthewBevan: John Oliver flew the real Lord Buckethead to NYC to pitch him as a Brexit negotiator for Theresa May. https://t.co/8eNR7a…""'", 'JustMattBentley',485,322,0,0,2,0,0,22,right
1070,Mon Jun 12 12:07:16 +0000 2017," '""A broad coalition of those who voted Labour because they thought Corbyn could win &amp; those voting Labour because the… https://t.co/1fPGn9M4Kl""'", 'Jackstarbright',490,1367,0,0,1,0,0,21,left
1071,Mon Jun 12 12:07:17 +0000 2017," '""RT @OmarKuddus: #TheresaMay appoints anti-#LGBT #justice secretary #DavidLidington in the middle of #DUP negotiations https://t.co/D6P65afq…""'", 'Eurodeluxe',88,169,0,0,1,0,0,15,0
1072,Mon Jun 12 12:07:17 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'aminabakwa',973,939,0,0,4,0,0,24,0
1073,Mon Jun 12 12:07:17 +0000 2017," '""RT @WingsScotland: The jaw-dropping extent to which the Lib Dems are now the Scottish Tories bitches is going to *blow your mind*: https:/…""'", 'icantgetnosleep',880,2703,0,0,0,0,0,23,right
1074,Mon Jun 12 12:07:17 +0000 2017," '""RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…""'", 'SoloFlylng',98,1748,0,0,2,0,0,18,left
1075,Mon Jun 12 12:07:17 +0000 2017," '""CCRDs child protection programme supports mitigation of child labour in Kenya.@MTotoNews  @FKEKenya  @kudheiha @Juanitaeditor  #WDACL""'", 'ChildProtect254',245,752,0,0,1,0,0,15,0
1076,Mon Jun 12 12:07:18 +0000 2017," '""RT @georgeeaton: Only 48 Tory MPs (15%) are required to trigger a vote of no confidence in Theresa May.""'", 'megantatumxo',264,222,0,0,1,0,0,19,right
1077,Mon Jun 12 12:07:18 +0000 2017," '""RT @RobertAlanWard: Boris Johnson behaving impeccably in support for Theresa May. Suggests meticulous preparation for a leadership challeng…""'", 'LFdSP2017',1203,4858,0,0,1,0,0,18,right
1078,Mon Jun 12 12:07:18 +0000 2017," '""RT @MichaelSturrock: Best one Ive seen so far. #GE2017 #TheresaMay https://t.co/cgPOu0tGc9""'", 'einsteinanono',19,261,0,0,2,0,0,11,0
1079,Mon Jun 12 12:07:17 +0000 2017," '""RT @LustforLo: nigga they disrespected you and they still got your coins. played yourself https://t.co/8QaQzl4Eji""'", 'VOsnir',753,222,0,0,2,0,0,15,0
1080,Mon Jun 12 12:07:18 +0000 2017," '""RT @NHSMillion: Jeremy Hunt has just been re-appointed as Health Secretary by Theresa May - pls RT if you agree it is an utter disg… ""'", 'BaranEmelie',2486,2296,0,0,0,0,0,26,None
