,created_at,text,screen_name,followers,friends,rt,fav,0,0,0,0,0
1789,Mon Jun 12 12:08:52 +0000 2017," '""RT @Corbyn_Power: Mark has just joined the Labour party because of Jeremy Corbyn.\nHave you joined? 👉https://t.co/KwQMVctc77\nhttps://t.co/sl…""'", 'laffterman',49,68,0,0,3,0,0,16,left
1790,Mon Jun 12 12:08:52 +0000 2017," '""RT @Steve_Tomlin: Corbyn must discourage McDonnell from making Labours policy decisions on Europe too quickly.\nDanger of Labour imitating…""'", 'kirkmurphy',2712,4928,0,0,1,0,0,18,left
1791,Mon Jun 12 12:08:53 +0000 2017," '""Say no to child labour!!!! 🙏 #WorldDayAgainstChildLabour""'", 'prekshaas2',165,40,0,0,0,0,4,7,0
1792,Mon Jun 12 12:08:53 +0000 2017," '""@HX7 @LoveEUToo @andrealeadsom Theres just TOO MUCH news. Imagine how boring it will be when Labour government brings strength &amp; stability!""'", 'FreeBesieged',1300,401,0,0,1,0,1,21,left
1793,Mon Jun 12 12:08:53 +0000 2017," '""RT @StrongerStabler: Environment minister Michael Gove? What a joke. Murdoch spoke &amp; Theresa May said how high?. Qualifications?… ""'", 'fergusonkeith',2917,2764,0,0,2,0,0,19,right
1794,Mon Jun 12 12:08:53 +0000 2017," '""RT @MarcherLord1: The Tory Partys demographic disaster - right here in one single tweet https://t.co/6WUh8349sS""'", 'daraghcarville',1291,1148,0,0,1,0,0,15,right
1795,Mon Jun 12 12:08:53 +0000 2017," '""RT @Hepworthclare: Queens Speech *postponed*\nTory Manifesto *shredded*\nNobody has CLUE about what is going on !\nBut HEY - DUP will bail yo…""'", 'NallyZara',79,240,0,0,0,0,1,21,0
1796,Mon Jun 12 12:08:53 +0000 2017," '""Not #StrongAndStable #GE2017 No 10 refuses to confirm Queens speech will go ahead next Monday @Conservatives  https://t.co/ch6y6jyvt4""'", 'Jockyfox',422,357,0,0,1,0,0,17,0
1797,Mon Jun 12 12:08:53 +0000 2017," '""RT @charlottes1993: Delay to the Queens Speech is more proof that Theresa May should not be Prime Minister - just the beginning for her co…""'", 'Jocar6562',15,39,0,0,0,0,0,25,right
1798,Mon Jun 12 12:08:53 +0000 2017," '""RT @Renegade_Inc: Queens Speech *postponed*\nTory Manifesto *shredded*\nGove back on the scene. \nStrong and stable etc.""'", 'icantgetnosleep',880,2703,0,0,2,0,0,15,0
1799,Mon Jun 12 12:08:53 +0000 2017," '""You betcha! Shameless opportunists. https://t.co/TvpOtapT7M""'", 'PaulTyredagh81',6838,3274,0,0,2,0,1,5,0
1800,Mon Jun 12 12:08:54 +0000 2017," '""RT @TimHarford: Emmanuel Macron will offer no mercy to Theresa May https://t.co/FQZ3z2Vrle via @FT @GideonRachman""'", 'LesbordesPaolo',73,266,0,0,1,0,0,15,right
1801,Mon Jun 12 12:08:54 +0000 2017," '""RT @Fi_Rutherford: Corbyn just said that the Labour party is ready to fight if theres another general election this year #marr https://t.c…""'", 'mohabbxtein_',1108,640,0,0,1,0,0,22,left
1802,Mon Jun 12 12:08:54 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'ConorlConor',1666,2465,0,0,4,0,0,24,0
1803,Mon Jun 12 12:08:55 +0000 2017," '""Queens Speech wont be on time because Vellum paper wont be dry. Or because #Tories are in complete crisis. Take your pick. #MayMustGo""'", 'ComplicatedGame',179,450,0,0,3,0,0,23,0
1804,Mon Jun 12 12:08:55 +0000 2017," '""RT @DPACSheffield: https://t.co/9HLrr2GBbJ Manor Labour club city road Sheffield 7pm Please come and support @SheffieldUncut1 @Dis_PPL_Prot…""'", 'SkolCracker',399,548,0,0,1,0,0,16,left
1805,Mon Jun 12 12:08:55 +0000 2017," '""RT @davenellist: If 3/4 MPs hadnt spent 20 mths attacking #JeremyCorbyn #Labour wouldnt have started 23% behind! Jess Phillips was… ""'", 'NSSN_NE',1193,1108,0,0,0,0,1,21,0
1806,Mon Jun 12 12:08:55 +0000 2017," '""RT @pinkhiigh: But there isnt a magic money tree for NHS nurses. https://t.co/qrC9GOUn7G""'", 'BhavishaKevat',273,275,0,0,2,0,0,13,0
1807,Mon Jun 12 12:08:55 +0000 2017," '""RT @nickeardleybbc: Theresa May will face Tory backbenchers - may of them furious about the election campaign - this afternoon\nhttps://t.co…""'", 'leni_lava',1365,2219,0,0,1,0,0,20,right
1808,Mon Jun 12 12:08:55 +0000 2017," '""RT @MissEllieMae: In 2013 I wrote about the time Theresa May stood by and let a vulnerable man nearly starve himself to death… ""'", 'markjgaynor',455,958,0,0,0,0,0,24,right
1809,Mon Jun 12 12:08:55 +0000 2017," '""RT @TimHarford: Wonder if this result will be more damaging for Labour than Tories. Losing but thinking youve won is not a good place from…""'", 'OmarEdewor',1187,279,0,0,1,0,0,25,left
1810,Mon Jun 12 12:08:55 +0000 2017," '""RT @JonnElledge: Oh to be in the room when the Tories ask 10 DUP MPs to support a plan which would cost three of them their jobs. https://t…""'", 'daiz11',1829,2731,0,0,1,0,0,28,right
1811,Mon Jun 12 12:08:56 +0000 2017," '""RT @guardian: Kensingtons first Labour MP vows to tackle areas inequality https://t.co/HT6WJxeSnA""'", 'janisb33',116,408,0,0,1,0,0,12,left
1812,Mon Jun 12 12:08:56 +0000 2017," '""RT @GreekAnalyst: Theresa May negotiating with the EU over Brexit after the UK election. https://t.co/qEViaPhaY7""'", 'heleen_stampa',141,232,0,0,2,0,0,15,right
1813,Mon Jun 12 12:08:56 +0000 2017," '""RT @derasachasauda: #WorldDayAgainstChildLabour Child labour hinders children from blossoming &amp; kill their aspirations to do something… ""'", 'VikramJeetVick3',1,9,0,0,0,0,0,17,0
1814,Mon Jun 12 12:08:56 +0000 2017," '""RT @Stephen_Woods: Can someone please explain to @jeremycorbyn that he is not in a position to form a Government &amp; Labour actually lost the…""'", 'ReevesJek',1985,1998,0,0,0,0,0,24,left
1815,Mon Jun 12 12:08:56 +0000 2017," '""RT @EL4JC: Jeremy Corbyn rebelled against the whip over 600 times. Willing to bet he was right every single time. #Integrity https://t.co/H…""'", 'srijanbutola',21,82,0,0,3,0,0,22,left
1816,Mon Jun 12 12:08:56 +0000 2017," '""Thats no longer (?) membership of the single market. Same line as rest of the Tories and Labour https://t.co/O7av5NtOMs""'", 'pietercleppe',4850,4472,0,0,2,0,0,19,None
1817,Mon Jun 12 12:08:56 +0000 2017," '""RT @newsthump: NEWS! Theresa May plans busy day of desperately clinging to power https://t.co/17JkfNlaZb https://t.co/tiYGGMxmXW""'", 'mrssmscott',108,156,0,0,2,0,1,15,right
1818,Mon Jun 12 12:08:56 +0000 2017," '""RT @mikegalsworthy: Those claiming that 82% of voters endorsed hard Brexit are wrong. Many Remainers voted Labour tactically - to rem… ""'", 'SherlockNews1',1413,4510,0,0,1,0,0,22,left
1819,Mon Jun 12 12:08:56 +0000 2017," '""@DavidLammy Have you looked in the Labour manifesto you stood on for election?""'", 'Fat_Jacques',2985,2570,0,0,0,0,0,13,left
1820,Mon Jun 12 12:08:57 +0000 2017," '""RT @ShiptonMartin: Orange Order asks DUP to use banned sectarian march in negotiations with Theresa May https://t.co/RcKvz4ptVR""'", 'EechieOchie',1408,1274,0,0,1,0,0,17,right
1821,Mon Jun 12 12:08:57 +0000 2017," '""@SunshineStar89 @BBCBreaking Then we dont want lying Labour in.""'", 'Brightgirl69',4,21,0,0,1,0,0,9,left
1822,Mon Jun 12 12:08:57 +0000 2017," '""RT @Bonn1eGreer: #BBC:#QueensSpeech may be delayed..hints that #DUP deal not made.\nPlus Tory #Remainers trying to impact. \n#chaos\nhttps://t…""'", 'RG10Arts',1664,2226,0,0,4,0,0,17,right
1823,Mon Jun 12 12:08:58 +0000 2017," '""RT @JonJonesSnr: The cant even agree on this. This suggests that negotiations have not gone well. Queens speech will be delayed. https://…""'", 'PsychVictim',1668,942,0,0,3,0,0,22,0
1824,Mon Jun 12 12:08:58 +0000 2017," '""Socialist UK leader Jeremy Corbyn gets brutal lesson in hypocrisy after bashing Trump https://t.co/b3f8teUBJm""'", 'syqau',13843,10473,0,0,1,0,0,14,left
1825,Mon Jun 12 12:08:58 +0000 2017," '""RT @Corbyn_Power: Mark has just joined the Labour party because of Jeremy Corbyn.\nHave you joined? 👉https://t.co/KwQMVctc77\nhttps://t.co/sl…""'", 'miketregent',1163,905,0,0,3,0,0,16,left
1826,Mon Jun 12 12:08:58 +0000 2017," '""@Mancman10 @RossFootball because what has happened is somehow Lab has made great strides into Tory terrority""'", 'ianrobo1',1484,1424,0,0,0,0,0,16,right
1827,Mon Jun 12 12:08:59 +0000 2017," '""RT @PinkNews: Theresa May appoints anti-LGBT justice secretary in the middle of DUP negotiations https://t.co/UzcaDN7Wgv""'", 'melflueres',2352,582,0,0,1,0,0,15,right
1828,Mon Jun 12 12:08:59 +0000 2017," '""RT @montie: Labours next leader? https://t.co/qePfOveYvH""'", 'DavidHamilton',2812,660,0,0,1,0,0,6,0
1829,Mon Jun 12 12:08:59 +0000 2017," '""Tory Lanez is a straight up coon. Cant give niggas money""'", 'CROMO____',8544,2396,0,0,1,0,0,11,0
1830,Mon Jun 12 12:08:59 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'TraceyJane12',62,360,0,0,4,0,0,24,0
1831,Mon Jun 12 12:08:59 +0000 2017," '""RT @SteveBlogs1: The Tories will win a landslide once Boris teaches them how to master the force. \n https://t.co/4gXdAkix8P""'", 'MrsMeadowsweet',1503,4991,0,0,2,0,0,19,right
1832,Mon Jun 12 12:08:59 +0000 2017," '""RT @JustMike1976: Should there be another #GeneralElection this year? #hungparliament #DUPdeal #Labour #Tories #politics #polls""'", 'BlatentLie',225,1018,0,0,0,0,0,15,0
1833,Mon Jun 12 12:08:59 +0000 2017," '""Game changer https://t.co/c6NMxoolwm""'", 'PropaneMay',1296,1053,0,0,1,0,0,3,0
1834,Mon Jun 12 12:09:00 +0000 2017," '""RT @JonAshworth: Theresa Mays weak and unstable government forced to delay Queens Speech. What a shambles  https://t.co/1K7vBS48zr""'", 'debra_piney',394,659,0,0,2,0,0,17,right
1835,Mon Jun 12 12:09:00 +0000 2017," '""RT @labourlewis: I agree. But an army about to go into battle without discipline in its ranks is cruising for a bruising... this shi… ""'", 'mrjohnmacleod',967,886,0,0,4,0,0,25,0
1836,Mon Jun 12 12:09:00 +0000 2017," '""And now One Nation will be discredited. But it shouldnt be. A shift to the economic right will gift the next election to Labour. (3/3)""'", 'lfmcevoy',396,503,0,0,3,0,0,25,0
1837,Mon Jun 12 12:09:00 +0000 2017," '""RT @jacquep: Brexit talks delayed - despite Theresa May saying they would start next Monday https://t.co/87DC2jWGQB""'", 'CatherineVasso1',31,182,0,0,1,0,0,16,right
1838,Mon Jun 12 12:09:00 +0000 2017," '""RT @ilo: 168 million children are victims of child labour. Help us end it https://t.co/NRnlQykmr9 #ILC2017 #NoChildLabour https://t.co/Yohq…""'", 'UNUniversity',38598,1314,0,0,3,0,0,18,0
1839,Mon Jun 12 12:09:00 +0000 2017," '""RT @WomaninHavana: Re-upping my Sat thread after No 10 now say no change to Brexit plan. \n\nWinning neither personal nor Brexit mandate… ""'", 'lornadupre',809,301,0,0,1,0,0,23,0
1840,Mon Jun 12 12:09:00 +0000 2017," '""RT @jeremycorbyn: 30 years ago today Diane Abbott became an MP. As the first black woman MP she continues to inspire &amp; represent the… ""'", 'Nancymc31',16,152,0,0,1,0,0,25,0
1841,Mon Jun 12 12:09:00 +0000 2017," '""RT @montie: The Tory MP who predicted the Corbyn surge: @Halfon4Harlow (might be worth giving him a role in stopping it growing) https://t.…""'", 'dajturnbull',93,657,0,0,1,0,0,23,None
1842,Mon Jun 12 12:09:00 +0000 2017," '""RT @hmclandress: absolutely killing me that there are teenage communists on twitter with names like tories=nonces w/ better analysis than…""'", 'groondle',275,531,0,0,0,0,0,20,0
1843,Mon Jun 12 12:09:00 +0000 2017," '""RT @davenellist: I can multitask ;-)\n#TUC on Weds should launch immediate natn campaign against  #Tories agenda - especially one col… ""'", 'NSSN_NE',1193,1108,0,0,0,0,0,21,0
1844,Mon Jun 12 12:09:00 +0000 2017," '""RT @Chemzes: Old men pretend to know why young people voted Labour https://t.co/PEup1NrmQQ""'", 'justforyoumissy',978,3159,0,0,1,0,0,13,left
1845,Mon Jun 12 12:09:00 +0000 2017," '""RT @PoliticalAP: Paul Nuttall.\n\n#BBCelection2017 #ge2017 https://t.co/TzfLCyByFR""'", 'KyleKirkland92',842,472,0,0,2,0,0,6,0
1846,Mon Jun 12 12:09:01 +0000 2017," '""@geor97 @bibbleco @StephenCox65 @adammewes @SkyNews @theresa_may Yeah people keep voting for labour that want us to be poor just like the EU""'", '_Ash_Roberts',44,22,0,0,0,0,0,22,0
1847,Mon Jun 12 12:09:01 +0000 2017," '""RT @thistlejohn: First lobby briefing since #ge2017 haunted by Ruth Davidson - but No10 says Brexit plan hasnt changed &amp; doesnt recognise…""'", 'SilasMcGilvray',116,311,0,0,0,0,0,22,0
1848,Mon Jun 12 12:09:01 +0000 2017," '""RT @ToryFibs: Theresa May in reappointing Jeremy Hunt Health Secretary has sent a clear signal to NHS Patients &amp; Staff. She refuses to list…""'", 'babstarz',686,245,0,0,1,0,0,24,None
1849,Mon Jun 12 12:09:01 +0000 2017," '""RT @paulwaugh: Remember Mays Coalition of chaos attack on Labour? Now Queens Speech/Brexit talks delayed as DUP deal unresolved https:/…""'", 'jjarichardson',4027,2622,0,0,0,0,0,20,0
1850,Mon Jun 12 12:09:01 +0000 2017," '""RT @pattrice: Not good for Britain either. https://t.co/4OBc4zyBb9""'", 'willhuw',1908,1573,0,0,2,0,0,8,0
1851,Mon Jun 12 12:09:01 +0000 2017," '""Terrifying. #CoalitionOfChaos Tories governing in self interest as usual https://t.co/8oyFC3slrW""'", 'PublicEthics',1907,3611,0,0,2,0,0,10,right
1852,Mon Jun 12 12:09:01 +0000 2017," '""RT @PennyRed: Theresa Mays #DUPCoalition is unconscionable. Shes prepared to sell out women and threaten peace in Northern Ireland to han…""'", 'MrsFireyFairy',6098,6508,0,0,1,0,0,21,right
1853,Mon Jun 12 12:09:01 +0000 2017," '""For me that was first sign they had lost plot. V small group think fox hunting OK. Certainly not vote winner! Delib… https://t.co/PQZAIP1rUd""'", 'daisymplewis',111,120,0,0,3,0,1,23,0
1854,Mon Jun 12 12:09:01 +0000 2017," '""RT @MadMontesaurus: @essexoldbird @paullewismoney @CockertonMark Who received grants from Tory government to guarantee profits""'", 'essexoldbird',1489,2832,0,0,0,0,0,14,right
1855,Mon Jun 12 12:09:01 +0000 2017," '""RT @weloveeconomics: EU membership was the best trade deal that UK could ever get! #Brexit #StopBrexit #GE2017 #remain @BrexitBin… ""'", 'weloveeconomics',761,291,0,0,0,0,1,20,0
1856,Mon Jun 12 12:09:02 +0000 2017," '""RT @davessidekick: Jeremy Corbyn secured more votes from under 55s and Londoners than any other politician in history. This is an eart… ""'", 'French5878Helen',651,1650,0,0,1,0,0,23,left
1857,Mon Jun 12 12:09:02 +0000 2017," '""RT @LewisGillett: Say what you see! Not the first time someone has called him Jeremy C*nt. Just happened on @BBCNews #reshuffle… ""'", 'sccpen',134,107,0,0,1,0,1,22,left
1858,Mon Jun 12 12:09:02 +0000 2017," '""RT @Harryslaststand: There is now talk that Theresa May will delay both #brexit talks &amp; the Queens speech which indicates the Tories aren…""'", 'nevereverDave',965,667,0,0,0,0,0,23,right
1859,Mon Jun 12 12:09:02 +0000 2017," '""RT @lucyybarnes: risky activities help you in later life\ntheresa may:\n\n#aqaenglish https://t.co/sVgOa7bBht""'", 'lewisdaffern',264,613,0,0,1,0,0,11,0
1860,Mon Jun 12 12:09:02 +0000 2017," '""RT @WomaninHavana: Re-upping my Sat thread after No 10 now say no change to Brexit plan. \n\nWinning neither personal nor Brexit mandate… ""'", 'PegasusCorpInfo',1507,1999,0,0,1,0,0,23,0
1861,Mon Jun 12 12:09:02 +0000 2017," '""RT @Glinner: No magic money tree. https://t.co/iO0i1OPl8F""'", 'tarala78',44,722,0,0,2,0,0,7,0
1862,Mon Jun 12 12:09:02 +0000 2017," '""RT @OMG_ItsKhairy: So basically he gave 35k of his own money to white people caus ethey thought he was broke? \n\nNiggas stupid https://t.co/…""'", '__TAIWO',261,210,0,0,1,0,0,23,0
1863,Mon Jun 12 12:09:02 +0000 2017," '""RT @NameChangeGirl: Jeremy Corbyn through the decades - his views have remained largely unchanged in 30 years &amp; I find that v reassuring ht…""'", 'redtache',634,498,0,0,0,0,0,24,left
1864,Mon Jun 12 12:09:03 +0000 2017," '""RT @chunkymark: Theresa Mays Tories Out Now!!! https://t.co/5nt9BU8J2b""'", 'Rrinngg',102,226,0,0,1,0,3,8,right
1865,Mon Jun 12 12:09:03 +0000 2017," '""RT @ilo: Today is World Day Against Child Labour - spread the word #NoChildLabour https://t.co/czAcNVYCcz https://t.co/3z7gUsYK5Q""'", 'alienobserver1',313,121,0,0,2,0,0,16,left
1866,Mon Jun 12 12:09:03 +0000 2017," '""RT @GlouthGraham: Gove back in as a minister. Illustration of the dearth of talent in the Conservative party. \n\nCompare that to Labour.""'", 'murphyswhiskers',124,454,0,0,3,0,0,22,right
1867,Mon Jun 12 12:09:03 +0000 2017," '""RT @charlesarthur: We must stop these dangerous people getting their hands on technology with which they make their secret plans to de… ""'", 'sabele26',1027,2015,0,0,0,0,0,23,0
1868,Mon Jun 12 12:09:03 +0000 2017," '""not to mention disabled people whos lost there life through mays tories cut https://t.co/aFFSKMtoJd""'", 'ocaenvillage',124,423,0,0,1,0,0,14,0
1869,Mon Jun 12 12:09:03 +0000 2017," '""RT @JOE_co_uk: WATCH: Angry Tory MP complains that the public are rubbish at voting https://t.co/52USZ6OfLx""'", 'Chadlad1',827,2262,0,0,1,0,0,15,right
1870,Mon Jun 12 12:09:03 +0000 2017," '""RT @KulganofCrydee: Jolly old @OwenJones84 complaining about Tories making deals with what he calls terrorism supporters.... Oh Owen https:…""'", 'karendonaldson2',3150,3865,0,0,4,0,0,19,right
1871,Mon Jun 12 12:09:03 +0000 2017," '""RT @GraceBrodie: @mrpaulaitken @0604Arb1320 @RuthDavidsonMSP Im looking forward to Ruthie finding out her Scot Tory MPs are only… ""'", 'Jean_Brodie',737,739,0,0,0,0,0,19,right
1872,Mon Jun 12 12:09:04 +0000 2017," '""Theresa May’s demise shows you can’t let headbangers set policy https://t.co/3VEQc4vWZs via @IrishTimesBiz\n\nbest headline so far today""'", 'biblioteq_tress',2092,2902,0,0,1,0,0,17,0
1873,Mon Jun 12 12:09:03 +0000 2017," '""RT @lewis_goodall: Cab office manual: government is entitled to wait until new Parliament meets to see if it can command confidence o… ""'", 'gileadresitance',384,1465,0,0,0,0,0,23,0
1874,Mon Jun 12 12:09:04 +0000 2017," '""RT @Harryslaststand: There is now talk that Theresa May will delay both #brexit talks &amp; the Queens speech which indicates the Tories aren…""'", 'annettescambler',552,124,0,0,0,0,0,23,right
1875,Mon Jun 12 12:09:04 +0000 2017," '""RT @PeterStefanovi2: Theresa May appoints anti-LGBT justice secretary with appalling gay rights voting record during DUP talks https://t.co…""'", 'gaurd64',401,905,0,0,1,0,0,18,right
1876,Mon Jun 12 12:09:04 +0000 2017," '""RT @JeanneBartram: Brexit talks delayed - despite Theresa May saying they would start next Monday https://t.co/9Q9pG8g8pI""'", 'hqbinders',79,122,0,0,1,0,0,16,right
1877,Mon Jun 12 12:09:04 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'razorclam29',491,1718,0,0,4,0,0,24,0
1878,Mon Jun 12 12:09:05 +0000 2017," '""Queens speech already delayed looks like Ruth Davidson and the tory coalition of chaos is going well. DUP putting wee Ruth in her place.""'", 'NotBowditch',88,220,0,0,2,0,0,24,0
1879,Mon Jun 12 12:09:05 +0000 2017," '""RT @HenryPryor: Age breakdown of #GE2017 vote\n\nConservatives\nAge\n18-24     2%\n25-34     7%\n35-44    11%\n45-54    18%\n55-64    24%\n65+…""'", 'MichaelJDolan',3960,1106,0,0,0,0,0,12,0
1880,Mon Jun 12 12:09:05 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'calumbo20',237,1141,0,0,4,0,0,24,0
1881,Mon Jun 12 12:09:05 +0000 2017," '""I believe theyve virtually guaranteed Mother (of the country) Theresas freedom from office. The clock is ticking. https://t.co/lLKv8LMfCe""'", 'weemac47',249,358,0,0,3,0,0,18,0
1882,Mon Jun 12 12:09:05 +0000 2017," '""@Peradventur3 @Ksb_1985 @Zimmering @piersmorgan Tories not sure what they wanted from Brexit so they couldnt cost… https://t.co/TH3ij6C5E0""'", 'HindpalJ',17,287,0,0,1,0,0,17,right
1883,Mon Jun 12 12:09:05 +0000 2017," '""RT @paulwaugh: Remember Mays Coalition of chaos attack on Labour? Now Queens Speech/Brexit talks delayed as DUP deal unresolved https:/…""'", 'Kadael30',224,687,0,0,0,0,0,20,0
1884,Mon Jun 12 12:09:05 +0000 2017," '""RT @NicolaSturgeon: There must be full public disclosure of terms of any proposed Tory deal with DUP - before it is signed and sealed. http…""'", 'danhamscotland',380,395,0,0,1,0,0,25,right
1885,Mon Jun 12 12:09:06 +0000 2017," '""Socialist UK leader Jeremy Corbyn gets brutal lesson in hypocrisy after bashing Trump https://t.co/YeHSDbIOuP""'", 'qkode',8561,6680,0,0,1,0,0,14,left
1886,Mon Jun 12 12:09:06 +0000 2017," '""@TechnicallyRon My grandma voted labour once and now she is blind.""'", 'HywelE65',111,68,0,0,1,0,0,11,0
1887,Mon Jun 12 12:09:06 +0000 2017," '""@RTUKnews @theresa_may all of a sudden the https://t.co/9y0hA1vgMa just make sense when compared to the CONs""'", 'stevevnicks',16,31,0,0,1,0,0,16,0
1888,Mon Jun 12 12:09:06 +0000 2017," '""We can safely assume the decision to call #GE2017 was a bad one when it necessitates a new entry in the Wikipedia a… https://t.co/9w2qSNVhhg""'", '5cribblesvurt',21422,626,0,0,1,0,0,24,0
1889,Mon Jun 12 12:09:06 +0000 2017," '""RT @JeremyCorbyn4PM: Think he did. Well said @labourlewis #JC4PM #Labour https://t.co/DpuKBAOHe7""'", 'tworvrs',195,225,0,0,2,0,0,11,0
1890,Mon Jun 12 12:09:07 +0000 2017," '""RT @ShiptonMartin: Orange Order asks DUP to use banned sectarian march in negotiations with Theresa May https://t.co/RcKvz4ptVR""'", 'maxrhino',500,1105,0,0,1,0,0,17,right
1891,Mon Jun 12 12:09:07 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'catwoman1979',2540,4996,0,0,4,0,0,24,0
1892,Mon Jun 12 12:09:07 +0000 2017," '""RT @edknock: 2017 election results by Football League teams (changes w 2015)\n\nLabour 63 (+3)\nConservative 28 (-4)\nLib Dems 1 (+1) https://t…""'", 'HarveyGray2',497,671,0,0,0,0,0,20,0
1893,Mon Jun 12 12:09:07 +0000 2017," '""@liamyoung is it okay if not only young people follow Jeremy Corbyn? But us old ex Tories do too?""'", 'RikHall2',162,208,0,0,0,0,0,19,None
1894,Mon Jun 12 12:09:07 +0000 2017," '""Race Card at work.  Lucky mother didnt have abortion.  https://t.co/2RpiB3KWwg via @YahooNews""'", 'joeciofani',455,563,0,0,3,0,0,12,0
1895,Mon Jun 12 12:09:07 +0000 2017," '""Queens speech is going to be delayed - how long can the Tories spin this out for? Do they think well forget they… https://t.co/Er61ix5GXJ""'", 'valkyriekaren',198,189,0,0,1,0,0,24,right
1896,Mon Jun 12 12:09:08 +0000 2017," '""Theresa May goes Looney Tunes ....\U0001f923 https://t.co/cX5HqM3q88""'", 'JackdawChoir',6,14,0,0,5,0,0,7,right
1897,Mon Jun 12 12:09:08 +0000 2017," '""RT @RedPandaBand1t: Labour pre-vote: Everyone must vote tactically against the Tories!!!\nLabour post vote: This means everyone loves social…""'", 'nicelally',1096,2207,0,0,0,0,3,18,left
1898,Mon Jun 12 12:09:08 +0000 2017," '""RT @hants_hippy: @briangukc @comefollowcath @Jeremy_Hunt - Minister for #NHS privatisation! #SaveOurNHS from corporate vultures &amp; Tory MPs…""'", 'las2950',3374,4221,0,0,0,0,1,17,right
1899,Mon Jun 12 12:09:08 +0000 2017," '""RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…""'", 'EechieOchie',1408,1274,0,0,4,0,0,24,0
1900,Mon Jun 12 12:09:08 +0000 2017," '""RT @business: They were mercilessly mocked. No-ones laughing at Labours grassroots campaigners anymore https://t.co/2g5IkeQjOm https://t.…""'", 'Hungryinnovator',93,42,0,0,3,0,0,15,0
1901,Mon Jun 12 12:09:07 +0000 2017," '""Hello @UKLabour . I hope you appreciate that Tories just needed 287 more votes to secure five key Labour seats - an… https://t.co/JkXe7bCh3d""'", 'cguthier',1428,1818,0,0,2,0,0,23,None
1902,Mon Jun 12 12:09:08 +0000 2017," '""RT @pinkhiigh: But there isnt a magic money tree for NHS nurses. https://t.co/qrC9GOUn7G""'", 'gertlushphotos',21,175,0,0,2,0,0,13,0
1903,Mon Jun 12 12:09:08 +0000 2017," '""VACANCY: Policy Officer based in #Nottingham. Join our team to fight labour abuse across the UK. More details:… https://t.co/jzmxUBmUUv""'", 'UK_Glaa',1243,612,0,0,3,0,0,19,0
1904,Mon Jun 12 12:09:08 +0000 2017," '""RT @newssnp: @robmcd85 @kezdugdale She wont reply shes in cahoots with the Tories so wont criticise Ruth""'", 'derek_weir',605,751,0,0,0,0,0,17,right
1905,Mon Jun 12 12:09:08 +0000 2017," '""RT @Harryslaststand: There is now talk that Theresa May will delay both #brexit talks &amp; the Queens speech which indicates the Tories aren…""'", 'bloggerheads',8291,2899,0,0,0,0,0,23,right
1906,Mon Jun 12 12:09:08 +0000 2017," '""RT @jurygroup: Should #DUP demand Theresa May to allow a banned loyalist march as part of an agreement by the Northern Irish party? #yourvo…""'", 'babsel66',305,290,0,0,0,0,0,24,right
1907,Mon Jun 12 12:09:08 +0000 2017," '""Socialism DOES Work | Jeremy Corbyn | Oxford Union - https://t.co/WwAhqDdE9q https://t.co/dA048rz6uM""'", 'loon_tube',29,8,0,0,2,0,0,12,left
1908,Mon Jun 12 12:09:09 +0000 2017," '""RT @SebDance: Many young people backed Labour as a rejection of Mays Hard Brexit. Labour needs to offer them a European future https://t.c…""'", 'bigastrodaddy',302,287,0,0,2,0,0,23,left
1909,Mon Jun 12 12:09:09 +0000 2017," '""So if you commit voter fraud I would have thought it might not be a good idea to go on twitter and tell everyone. A… https://t.co/LL1EYjpWCI""'", 'Bryan527Bryan',1648,1973,0,0,2,0,0,26,0
1910,Mon Jun 12 12:09:09 +0000 2017," '""RT @JonnieMarbLes: My sympathies to Theresa May who drew a fake tunnel onto a wall then ran into it at full speed""'", 'Typhonatemybaby',238,399,0,0,0,0,0,22,right
1911,Mon Jun 12 12:09:09 +0000 2017," '""RT @Screendaily: Ken Loach (@KenLoachSixteen) reflects on the election: People are revolted by the Tories politics… ""'", 'janisb33',116,408,0,0,0,0,0,17,right
1912,Mon Jun 12 12:09:09 +0000 2017," '""RT @RichardBurgon: Introducing Gavin Barwell - Theresa Mays new Chief of Staff...... https://t.co/cTglG6RXKl""'", 'philcoales',294,419,0,0,7,0,0,13,right
1913,Mon Jun 12 12:09:09 +0000 2017," '""Indian-Origin Tory Candidate Called P***S By Racist Voter In UK https://t.co/iJERtQw44r""'", 'orbitcollection',28421,13477,0,0,1,0,0,11,right
