botornot,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,4.0,0.0,0.0,20.0,5.0,104.0,10.0,2.0,121.0,20.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0
0,1.0,0.0,0.0,21.0,5.0,108.0,6.0,0.0,121.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
0,1.0,2.0,0.0,14.0,4.0,63.0,9.0,3.0,80.0,14.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,1.0,0.0,14.0,9.0,67.0,12.0,0.0,93.0,14.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,0.0,0.0,0.0,21.0,5.0,107.0,6.0,0.0,122.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,0.0,15.0,7.0,65.0,13.0,3.0,89.0,15.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,0.0,0.0,0.0,17.0,11.0,89.0,21.0,9.0,132.0,17.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
0,1.0,0.0,0.0,19.0,9.0,93.0,12.0,3.0,123.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,22.0,3.0,93.0,6.0,0.0,107.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,0.0,0.0,19.0,4.0,100.0,11.0,3.0,122.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,0.0,0.0,11.0,7.0,53.0,10.0,3.0,77.0,11.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,1.0,0.0,0.0,11.0,8.0,45.0,11.0,1.0,70.0,11.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,1.0,0.0,0.0,23.0,5.0,99.0,10.0,0.0,119.0,23.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
0,0.0,0.0,0.0,22.0,5.0,100.0,5.0,2.0,118.0,22.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,22.0,57.0,37.0,8.0,0.0,116.0,22.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0,1.0,0.0,23.0,4.0,96.0,11.0,4.0,117.0,23.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,2.0,0.0,15.0,6.0,88.0,13.0,3.0,112.0,15.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,24.0,6.0,99.0,7.0,0.0,114.0,24.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
0,2.0,0.0,0.0,12.0,5.0,61.0,8.0,1.0,75.0,12.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,3.0,0.0,21.0,2.0,77.0,7.0,0.0,91.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,5.0,7.0,28.0,9.0,0.0,45.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,21.0,7.0,94.0,12.0,4.0,122.0,21.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0
0,2.0,1.0,0.0,22.0,6.0,97.0,11.0,3.0,119.0,22.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,0.0,18.0,6.0,107.0,10.0,0.0,125.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,16.0,6.0,80.0,9.0,1.0,98.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,7.0,0.0,0.0,15.0,8.0,87.0,15.0,3.0,114.0,15.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0
0,2.0,0.0,0.0,7.0,5.0,35.0,8.0,0.0,51.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,3.0,0.0,0.0,11.0,5.0,56.0,9.0,2.0,73.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,23.0,2.0,92.0,6.0,0.0,105.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,2.0,0.0,21.0,10.0,93.0,13.0,3.0,122.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,1.0,0.0,10.0,17.0,51.0,13.0,1.0,84.0,10.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0
0,3.0,0.0,0.0,22.0,7.0,84.0,8.0,0.0,103.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3.0,1.0,0.0,19.0,5.0,77.0,12.0,1.0,97.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,16.0,8.0,96.0,10.0,0.0,119.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,2.0,0.0,23.0,4.0,85.0,9.0,0.0,101.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,0.0,0.0,21.0,6.0,90.0,10.0,2.0,110.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,9.0,62.0,11.0,0.0,85.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,21.0,0.0,93.0,5.0,0.0,102.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,18.0,7.0,101.0,12.0,0.0,123.0,18.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,3.0,1.0,0.0,5.0,6.0,24.0,10.0,1.0,42.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,2.0,0.0,16.0,9.0,100.0,11.0,0.0,123.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,21.0,4.0,96.0,11.0,2.0,117.0,21.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,1.0,26.0,2.0,96.0,7.0,2.0,114.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,16.0,12.0,88.0,10.0,3.0,115.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,1.0,0.0,21.0,4.0,102.0,7.0,0.0,115.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,13.0,9.0,74.0,21.0,8.0,114.0,13.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
0,2.0,1.0,0.0,22.0,4.0,100.0,12.0,0.0,120.0,22.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
0,1.0,0.0,0.0,10.0,7.0,59.0,9.0,2.0,79.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,22.0,3.0,100.0,11.0,0.0,118.0,22.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,1.0,0.0,9.0,10.0,48.0,9.0,4.0,74.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
0,2.0,0.0,0.0,7.0,6.0,35.0,8.0,3.0,55.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,18.0,8.0,98.0,15.0,2.0,127.0,18.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,16.0,9.0,88.0,11.0,2.0,113.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,1.0,0.0,22.0,7.0,55.0,11.0,7.0,87.0,22.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
0,1.0,0.0,0.0,16.0,13.0,69.0,12.0,6.0,102.0,16.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,0.0,0.0,1.0,23.0,2.0,90.0,7.0,0.0,107.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,0.0,0.0,22.0,2.0,102.0,5.0,0.0,111.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,0.0,17.0,4.0,80.0,9.0,4.0,101.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,9.0,6.0,41.0,8.0,0.0,56.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,16.0,5.0,91.0,14.0,2.0,113.0,16.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0
0,2.0,1.0,0.0,21.0,5.0,102.0,11.0,1.0,121.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,14.0,7.0,66.0,12.0,3.0,92.0,14.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,3.0,1.0,0.0,18.0,5.0,87.0,17.0,1.0,115.0,18.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0
0,2.0,0.0,0.0,16.0,2.0,69.0,9.0,2.0,82.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,2.0,0.0,27.0,6.0,83.0,9.0,1.0,101.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,0.0,0.0,21.0,6.0,85.0,10.0,0.0,105.0,21.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0,1.0,0.0,0.0,16.0,14.0,80.0,11.0,2.0,110.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,2.0,0.0,0.0,20.0,5.0,102.0,11.0,1.0,122.0,20.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,2.0,0.0,14.0,1.0,54.0,5.0,4.0,68.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,19.0,6.0,95.0,16.0,0.0,120.0,19.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,2.0,0.0,0.0,24.0,3.0,98.0,11.0,1.0,119.0,24.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,0.0,0.0,0.0,12.0,1.0,56.0,2.0,0.0,60.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,14.0,5.0,96.0,12.0,5.0,121.0,14.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,1.0,1.0,0.0,23.0,1.0,105.0,4.0,0.0,111.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,22.0,0.0,93.0,6.0,4.0,106.0,22.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,2.0,0.0,20.0,1.0,103.0,6.0,0.0,114.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,0.0,17.0,1.0,67.0,4.0,0.0,73.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,0.0,16.0,5.0,94.0,10.0,2.0,113.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,19.0,3.0,76.0,4.0,0.0,88.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,21.0,4.0,96.0,6.0,0.0,109.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,11.0,9.0,47.0,9.0,0.0,68.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,0.0,18.0,10.0,83.0,11.0,1.0,108.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,10.0,16.0,39.0,10.0,0.0,70.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,13.0,24.0,75.0,17.0,1.0,125.0,13.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,0.0,0.0,0.0,20.0,8.0,95.0,6.0,0.0,114.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,9.0,17.0,42.0,13.0,3.0,79.0,9.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,2.0,0.0,0.0,11.0,21.0,66.0,15.0,1.0,110.0,11.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,1.0,0.0,0.0,18.0,8.0,97.0,9.0,4.0,122.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,21.0,6.0,90.0,10.0,2.0,110.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,17.0,6.0,94.0,12.0,0.0,114.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,3.0,7.0,20.0,8.0,1.0,36.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,1.0,0.0,16.0,8.0,79.0,13.0,3.0,103.0,16.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,1.0,1.0,0.0,17.0,11.0,77.0,14.0,5.0,111.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,19.0,4.0,100.0,11.0,3.0,122.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,1.0,0.0,20.0,4.0,96.0,7.0,0.0,110.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,22.0,3.0,93.0,6.0,0.0,107.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,7.0,13.0,35.0,8.0,0.0,58.0,7.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,2.0,0.0,0.0,7.0,12.0,52.0,15.0,4.0,85.0,7.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0
0,1.0,0.0,0.0,9.0,3.0,52.0,7.0,2.0,64.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,9.0,31.0,42.0,15.0,0.0,94.0,9.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,0.0,1.0,0.0,20.0,2.0,81.0,10.0,4.0,101.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.0,18.0,3.0,88.0,6.0,0.0,100.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,23.0,5.0,100.0,10.0,0.0,118.0,23.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
0,2.0,1.0,0.0,16.0,2.0,70.0,7.0,0.0,83.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,4.0,0.0,0.0,18.0,6.0,84.0,14.0,1.0,111.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0
0,4.0,1.0,0.0,19.0,5.0,78.0,14.0,2.0,104.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0
0,1.0,0.0,0.0,20.0,6.0,94.0,14.0,2.0,118.0,20.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,1.0,0.0,16.0,6.0,93.0,9.0,1.0,114.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,16.0,14.0,81.0,13.0,2.0,115.0,16.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0
0,2.0,0.0,0.0,19.0,4.0,99.0,10.0,4.0,118.0,19.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
0,0.0,3.0,0.0,23.0,14.0,84.0,16.0,2.0,124.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,0.0,1.0,0.0,22.0,6.0,95.0,6.0,3.0,114.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,22.0,8.0,98.0,8.0,0.0,119.0,22.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,17.0,4.0,86.0,10.0,3.0,104.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,1.0,0.0,18.0,6.0,85.0,12.0,1.0,106.0,18.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,3.0,0.0,0.0,21.0,12.0,94.0,13.0,1.0,123.0,21.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0.0,1.0,0.0,22.0,2.0,111.0,6.0,0.0,121.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,1.0,0.0,16.0,2.0,85.0,5.0,2.0,97.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,14.0,5.0,50.0,4.0,0.0,66.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,0.0,10.0,6.0,51.0,11.0,1.0,72.0,10.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,0.0,6.0,5.0,36.0,9.0,1.0,54.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,5.0,0.0,0.0,10.0,8.0,43.0,10.0,0.0,64.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,15.0,4.0,72.0,11.0,3.0,95.0,15.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,8.0,0.0,35.0,5.0,0.0,42.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,0.0,0.0,8.0,5.0,49.0,10.0,2.0,66.0,8.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,2.0,0.0,0.0,21.0,6.0,90.0,10.0,2.0,110.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,2.0,0.0,13.0,8.0,74.0,15.0,3.0,105.0,13.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
