botornot,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount
0,1.0,0.0,1.0,11.0,10.0,60.0,13.0,1.0,87.0,11.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,1.0,0.0,0.0,14.0,9.0,80.0,10.0,2.0,104.0,14.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,21.0,6.0,98.0,7.0,0.0,117.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,18.0,8.0,93.0,14.0,4.0,122.0,18.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,0.0,0.0,0.0,22.0,3.0,93.0,6.0,0.0,107.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,0.0,18.0,5.0,87.0,17.0,1.0,115.0,18.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0
0,1.0,0.0,0.0,8.0,5.0,51.0,7.0,1.0,64.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,3.0,4.0,30.0,10.0,2.0,46.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,1.0,17.0,47.0,48.0,13.0,0.0,118.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,4.0,4.0,26.0,8.0,1.0,40.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,2.0,1.0,20.0,2.0,88.0,7.0,0.0,104.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,8.0,8.0,37.0,9.0,1.0,56.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,9.0,31.0,42.0,15.0,0.0,94.0,9.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,3.0,1.0,0.0,20.0,3.0,94.0,12.0,1.0,114.0,20.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,19.0,7.0,96.0,10.0,1.0,119.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,20.0,1.0,82.0,6.0,0.0,92.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,3.0,6.0,22.0,8.0,1.0,37.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,1.0,0.0,19.0,3.0,97.0,13.0,2.0,119.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,13.0,5.0,56.0,10.0,4.0,78.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,24.0,4.0,97.0,5.0,2.0,110.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,26.0,2.0,94.0,5.0,0.0,106.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,0.0,0.0,24.0,2.0,97.0,10.0,3.0,114.0,24.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,18.0,6.0,91.0,12.0,5.0,118.0,18.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,2.0,0.0,0.0,9.0,7.0,40.0,8.0,0.0,55.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,22.0,3.0,93.0,6.0,0.0,107.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,21.0,8.0,84.0,7.0,0.0,103.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,21.0,10.0,85.0,12.0,3.0,114.0,21.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0
0,1.0,0.0,0.0,18.0,8.0,100.0,10.0,0.0,122.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,10.0,4.0,50.0,8.0,4.0,67.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,2.0,0.0,18.0,5.0,96.0,12.0,3.0,120.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,1.0,0.0,19.0,6.0,82.0,11.0,1.0,107.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,13.0,4.0,69.0,10.0,1.0,87.0,13.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,1.0,0.0,22.0,4.0,83.0,6.0,0.0,97.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,24.0,8.0,79.0,6.0,0.0,100.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,0.0,23.0,3.0,100.0,8.0,0.0,115.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,9.0,21.0,11.0,4.0,0.0,43.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,19.0,18.0,80.0,14.0,1.0,118.0,19.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,1.0,1.0,0.0,12.0,0.0,57.0,4.0,0.0,64.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,13.0,5.0,73.0,7.0,0.0,89.0,13.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,23.0,6.0,87.0,11.0,5.0,113.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,17.0,10.0,83.0,11.0,5.0,114.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,20.0,6.0,97.0,13.0,1.0,121.0,20.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,0.0,17.0,13.0,88.0,15.0,4.0,122.0,17.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3.0,0.0,0.0,22.0,8.0,93.0,8.0,0.0,117.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,19.0,4.0,100.0,11.0,3.0,122.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,18.0,7.0,102.0,7.0,4.0,125.0,18.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0,1.0,1.0,0.0,18.0,8.0,99.0,12.0,3.0,124.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,4.0,0.0,0.0,17.0,7.0,96.0,15.0,4.0,125.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0
0,1.0,1.0,0.0,17.0,7.0,85.0,14.0,4.0,116.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,2.0,7.0,14.0,8.0,1.0,30.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,8.0,8.0,57.0,11.0,2.0,79.0,8.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0
0,3.0,1.0,0.0,20.0,12.0,84.0,14.0,0.0,115.0,20.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,3.0,1.0,0.0,11.0,10.0,63.0,14.0,0.0,89.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,17.0,15.0,88.0,14.0,6.0,125.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,1.0,0.0,18.0,9.0,89.0,15.0,8.0,122.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,1.0,0.0,16.0,4.0,68.0,9.0,4.0,90.0,16.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
0,1.0,1.0,0.0,17.0,7.0,79.0,11.0,1.0,100.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,1.0,0.0,21.0,2.0,104.0,9.0,2.0,120.0,21.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
0,1.0,1.0,0.0,24.0,5.0,92.0,11.0,0.0,113.0,24.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.0,0.0,0.0,17.0,11.0,89.0,21.0,9.0,132.0,17.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
0,2.0,0.0,0.0,11.0,6.0,51.0,10.0,1.0,69.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,1.0,0.0,17.0,9.0,96.0,16.0,2.0,126.0,17.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,2.0,0.0,0.0,20.0,2.0,100.0,6.0,0.0,112.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,21.0,7.0,103.0,8.0,2.0,122.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,20.0,9.0,92.0,9.0,2.0,116.0,20.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.0,0.0,0.0,9.0,8.0,41.0,8.0,1.0,61.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,0.0,0.0,1.0,8.0,2.0,66.0,9.0,0.0,79.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
0,2.0,0.0,0.0,9.0,10.0,65.0,14.0,1.0,91.0,9.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0
0,2.0,0.0,0.0,11.0,12.0,75.0,13.0,2.0,104.0,11.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,0.0,2.0,0.0,17.0,3.0,108.0,12.0,0.0,125.0,17.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0
0,1.0,0.0,0.0,19.0,2.0,97.0,6.0,0.0,105.0,19.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,3.0,0.0,23.0,6.0,87.0,9.0,0.0,104.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,2.0,0.0,18.0,2.0,91.0,12.0,12.0,120.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,0.0,23.0,5.0,99.0,10.0,0.0,119.0,23.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
0,2.0,0.0,0.0,19.0,6.0,91.0,16.0,3.0,123.0,19.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,1.0,0.0,0.0,14.0,11.0,100.0,13.0,2.0,129.0,14.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,14.0,6.0,83.0,12.0,2.0,106.0,14.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,17.0,3.0,80.0,8.0,0.0,93.0,17.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0,0.0,0.0,6.0,3.0,35.0,7.0,3.0,48.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,1.0,0.0,19.0,3.0,99.0,11.0,0.0,116.0,19.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.0,0.0,0.0,24.0,4.0,97.0,5.0,2.0,110.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,21.0,6.0,90.0,10.0,2.0,110.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,13.0,10.0,67.0,11.0,3.0,93.0,13.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,22.0,3.0,93.0,6.0,0.0,107.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.0,0.0,0.0,22.0,1.0,100.0,6.0,1.0,112.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,21.0,4.0,98.0,6.0,0.0,112.0,21.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3.0,0.0,0.0,18.0,9.0,76.0,19.0,5.0,111.0,18.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0
0,1.0,0.0,0.0,15.0,2.0,61.0,10.0,0.0,77.0,15.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0
0,2.0,0.0,0.0,3.0,6.0,18.0,8.0,0.0,32.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,22.0,5.0,103.0,8.0,0.0,121.0,22.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1.0,0.0,0.0,15.0,3.0,92.0,9.0,0.0,104.0,15.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0
0,2.0,0.0,0.0,13.0,8.0,59.0,12.0,4.0,85.0,13.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,0.0,3.0,0.0,24.0,5.0,101.0,8.0,0.0,119.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,12.0,4.0,62.0,6.0,0.0,74.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,21.0,10.0,90.0,9.0,3.0,115.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,6.0,5.0,31.0,8.0,1.0,45.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,1.0,9.0,6.0,54.0,10.0,0.0,72.0,9.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,2.0,0.0,0.0,19.0,6.0,91.0,16.0,3.0,123.0,19.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,1.0,0.0,0.0,23.0,5.0,95.0,6.0,1.0,113.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,11.0,8.0,71.0,7.0,0.0,87.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,0.0,0.0,8.0,13.0,61.0,18.0,3.0,96.0,8.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,2.0
0,2.0,0.0,0.0,19.0,3.0,102.0,9.0,4.0,121.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,17.0,14.0,89.0,13.0,3.0,121.0,17.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0,0.0,0.0,18.0,8.0,94.0,9.0,0.0,116.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,1.0,0.0,15.0,7.0,65.0,11.0,1.0,88.0,15.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,1.0,0.0,20.0,9.0,91.0,19.0,6.0,127.0,20.0,0.0,2.0,1.0,2.0,5.0,2.0,0.0,1.0
0,4.0,0.0,0.0,6.0,9.0,59.0,18.0,3.0,90.0,6.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0
0,1.0,0.0,0.0,20.0,6.0,105.0,11.0,0.0,125.0,20.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
0,1.0,1.0,0.0,18.0,8.0,87.0,13.0,2.0,112.0,18.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0
0,5.0,0.0,0.0,5.0,6.0,41.0,11.0,2.0,61.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0
0,1.0,1.0,0.0,24.0,5.0,92.0,11.0,0.0,113.0,24.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.0,0.0,0.0,13.0,8.0,59.0,8.0,3.0,81.0,13.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,12.0,7.0,64.0,12.0,7.0,93.0,12.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,18.0,19.0,74.0,15.0,0.0,117.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,9.0,3.0,55.0,9.0,6.0,74.0,9.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,2.0,0.0,0.0,19.0,8.0,92.0,14.0,4.0,124.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,22.0,2.0,106.0,9.0,1.0,121.0,22.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,18.0,11.0,87.0,9.0,2.0,114.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,14.0,7.0,70.0,11.0,1.0,90.0,14.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,3.0,0.0,0.0,17.0,8.0,85.0,13.0,2.0,112.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,1.0,0.0,25.0,3.0,96.0,6.0,0.0,109.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,2.0,0.0,21.0,6.0,90.0,10.0,0.0,111.0,21.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,2.0,0.0,17.0,13.0,84.0,15.0,6.0,126.0,17.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,1.0,0.0,1.0,17.0,5.0,82.0,8.0,0.0,97.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,21.0,6.0,92.0,7.0,3.0,111.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,20.0,12.0,81.0,13.0,2.0,114.0,20.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,22.0,5.0,96.0,8.0,0.0,112.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3.0,0.0,0.0,21.0,10.0,87.0,14.0,3.0,118.0,21.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,0.0,1.0,0.0,21.0,8.0,84.0,9.0,3.0,108.0,21.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
0,2.0,1.0,0.0,24.0,2.0,100.0,11.0,0.0,114.0,24.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
0,1.0,0.0,0.0,16.0,10.0,79.0,11.0,1.0,103.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,4.0,0.0,0.0,5.0,5.0,29.0,10.0,0.0,44.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0
0,1.0,0.0,0.0,16.0,8.0,83.0,10.0,2.0,108.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3.0,1.0,0.0,17.0,9.0,81.0,12.0,1.0,107.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,21.0,6.0,92.0,7.0,3.0,111.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,15.0,7.0,64.0,11.0,7.0,90.0,15.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,2.0,0.0,0.0,23.0,8.0,90.0,20.0,0.0,123.0,23.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,1.0,6.0,4.0,30.0,9.0,1.0,45.0,6.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,0.0,14.0,10.0,93.0,12.0,6.0,122.0,14.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,2.0,1.0,0.0,11.0,5.0,55.0,11.0,0.0,75.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,0.0,16.0,9.0,84.0,8.0,1.0,108.0,16.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,1.0,0.0,0.0,12.0,7.0,63.0,8.0,2.0,83.0,12.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,1.0,0.0,1.0,11.0,2.0,56.0,10.0,1.0,71.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,22.0,4.0,96.0,8.0,0.0,119.0,22.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,7.0,0.0,0.0,15.0,8.0,87.0,15.0,3.0,114.0,15.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0
0,2.0,0.0,0.0,21.0,6.0,90.0,10.0,2.0,110.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,21.0,9.0,93.0,9.0,0.0,116.0,21.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,20.0,6.0,96.0,9.0,1.0,116.0,20.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,1.0,0.0,19.0,5.0,102.0,12.0,0.0,124.0,19.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,1.0,0.0,0.0,2.0,5.0,18.0,12.0,1.0,36.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0
0,0.0,1.0,0.0,20.0,4.0,96.0,7.0,0.0,110.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,1.0,0.0,16.0,8.0,73.0,9.0,2.0,92.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,1.0,0.0,19.0,8.0,97.0,11.0,1.0,123.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,0.0,0.0,9.0,11.0,38.0,8.0,1.0,61.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,0.0,0.0,14.0,11.0,59.0,8.0,0.0,86.0,14.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,23.0,8.0,85.0,11.0,0.0,110.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,2.0,0.0,20.0,4.0,93.0,9.0,1.0,114.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2.0,0.0,0.0,20.0,11.0,83.0,11.0,2.0,109.0,20.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
0,2.0,0.0,0.0,15.0,9.0,78.0,12.0,4.0,107.0,15.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0
0,1.0,0.0,0.0,16.0,3.0,106.0,12.0,5.0,127.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,3.0,0.0,0.0,16.0,10.0,76.0,13.0,1.0,107.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,5.0,0.0,0.0,19.0,4.0,82.0,8.0,0.0,97.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,0.0,0.0,16.0,3.0,89.0,6.0,2.0,103.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,1.0,0.0,14.0,4.0,72.0,9.0,3.0,90.0,14.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,1.0,2.0,0.0,22.0,2.0,101.0,13.0,2.0,121.0,22.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,0.0,0.0,0.0,20.0,8.0,95.0,6.0,0.0,114.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0,0.0,0.0,10.0,4.0,56.0,11.0,4.0,76.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,16.0,8.0,85.0,12.0,0.0,108.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0
0,0.0,1.0,0.0,18.0,4.0,103.0,9.0,2.0,123.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,16.0,9.0,88.0,11.0,2.0,113.0,16.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
0,2.0,0.0,0.0,15.0,7.0,82.0,11.0,0.0,102.0,15.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
