,created_at,text,screen_name,followers,friends,rt,fav,0,0
128,Wed Jun 07 16:26:04 +0000 2017," '""RT @Mickl70: ALEX BRUMMER on Labour\'s policies which he says will bankrupt Britain https://t.co/K2q1uY1oG0 via @MailOnline #VoteConservativ…""'", 'McAuleyWalsh',137,463,0,0,-0.5,0
129,Wed Jun 07 16:26:04 +0000 2017," '""RT @folkdeejay: Assuming these aren\'t the booing butchers?  Oddly not mentioned on @BBCNews - editorial decision @bbclaurak or… ""'", 'Colphilli',271,420,0,0,-0.5,0
130,Wed Jun 07 16:26:04 +0000 2017," '""RT @NotTheToryPress: So you\'re thinking of voting Tory?\nReally? https://t.co/iAXMwPPF7G""'", 'mg_smyth',38,127,0,0,-0.5,0
131,Wed Jun 07 16:26:04 +0000 2017," '""RT @POLITICOEurope: A poll predicts the Tories will lose their majority in parliament https://t.co/gmmry4C9B1 https://t.co/4nLeHZuwYG""'", 'red_loeb',379,619,0,0,-0.5,0
132,Wed Jun 07 16:26:04 +0000 2017," '""Says a guy who earns millions. What an idiot. Vote for what you believe in. Think of the many not the few #Labour https://t.co/0uSVxfwEIs""'", 'scottalastair22',21,132,0,0,-0.5,0
133,Wed Jun 07 16:26:04 +0000 2017," '""RT @SocialistVoice: """"Theresa May\'s campaign exposes her weaknesses - and could see her lose election"""" \n\n#VoteLabour #GE2017 https://t.co/ly…""'", 'jcm247',1093,2153,0,0,-0.5,0
134,Wed Jun 07 16:26:04 +0000 2017," '""RT @Midget_Jones32: Happy to exploit my child\'s cuteness to promote Jezza 😂😎 #VoteLabour #GE2017 #VoteForChange https://t.co/fgzeEyzxjW""'", 'zebra_crispy',4684,4182,0,0,-0.5,0
135,Wed Jun 07 16:26:04 +0000 2017," '""There are many voting Labour tomorrow because they hope for something better. The majority of those voting Tory just fear something worse.""'", 'LJDonovan11',261,568,0,0,-0.5,0
136,Wed Jun 07 16:26:04 +0000 2017," '""RT @Staircase2: #TheresaMay has wanted to get rid of #HumanRights for AGES - she\'s using the tragedy of recent events as an excuse… ""'", 'reclaimocracy',2021,1774,0,0,-0.5,0
137,Wed Jun 07 16:26:04 +0000 2017," '""use a PEN to cast your vote ppl #ge2017 #votelabour""'", 'Kaser1980',4,13,0,0,-0.5,0
138,Wed Jun 07 16:26:04 +0000 2017," '""The headline today is FULL ON #Tory bias. Disgusting lapdogs! https://t.co/9crfBNyLc7""'", 'Jenny4Animals',591,632,0,0,-0.5,0
139,Wed Jun 07 16:26:04 +0000 2017," '""RT @davidschneider: Tempted to vote Labour but not sure about Jeremy Corbyn? Here’s a handy guide to help you decide how to vote. https://t…""'", 'Catherine_Lou98',151,176,0,0,-0.5,0
140,Wed Jun 07 16:26:05 +0000 2017," '""RT @Guy_Garvey: I\'m voting Labour in the morning. Come on. X""'", 'jmpickford',997,1092,0,0,-0.5,0
141,Wed Jun 07 16:26:04 +0000 2017," '""@studio_left The #Tory future is already here #ForTheMany - I\'ve slept in skips before - people like me are fightin… https://t.co/eMOWnADxRZ""'", 'm2m_johnlewis',114,71,0,0,-0.5,0
142,Wed Jun 07 16:26:05 +0000 2017," '""@Lord_Sugar He gave up his peerage around the time a real Socialist who holds fast to true Labour principles was el… https://t.co/USbNOZoprM""'", 'whiskylad1988',78,86,0,0,-0.5,0
143,Wed Jun 07 16:26:05 +0000 2017," '""RT @lisa_alba: OMG! \nCORBYN IS BEING CRITICISED FOR PUTTING HIS SWEETIE WRAPPERS BACK IN THE TIN\n\nFFS! HAVE YOU TORIES GOT NOTHING ELSE TO…""'", 'fififerenghi',3683,3960,0,0,-0.5,0
144,Wed Jun 07 16:26:05 +0000 2017," '""I\'m sure you were brilliant! https://t.co/1oKbGfn58n""'", 'LilianGreenwood',18260,3763,0,0,-0.5,0
145,Wed Jun 07 16:26:05 +0000 2017," '""RT @chimp80: He thinks Kate Middleton looks a bit rough for her age #lastminutecorbynsmears #GE2017 #NotWrong""'", 'mrgouda84',5,6,0,0,-0.5,0
146,Wed Jun 07 16:26:05 +0000 2017," '""RT @Pierre_Proudhon: Moral values of #Tory #GlobalBritain - #GE2017 #StopBrexit #ToriesOut https://t.co/xfs3PhxJ8J""'", 'Trundlelin',316,195,0,0,-0.5,0
147,Wed Jun 07 16:26:05 +0000 2017," '""Watch this tonight to hear our young people talking about education #GE2017 #debate https://t.co/1CSbWAcIzz""'", 'Creative_Youth',4384,1406,0,0,-0.5,0
148,Wed Jun 07 16:26:05 +0000 2017," '""RT @thepileus: Please share: #CallYourGrandad &amp; #CallYourGran to tell them why you need them to vote Labour. https://t.co/38y0U8cOEx""'", 'cedawnow',622,738,0,0,-0.5,0
149,Wed Jun 07 16:26:05 +0000 2017," '""RT @iainmartin1: Jeremy Corbyn’s hardcore socialism would render Britain destitute. (Economist Kevin Dowd for Reaction) https://t.co/hPLfGL…""'", 'encourager58',857,1572,0,0,-0.5,0
150,Wed Jun 07 16:26:05 +0000 2017," '""RT @LilianGreenwood: I\'m sure you were brilliant! https://t.co/1oKbGfn58n""'", 'labour_zone',2527,214,0,0,-0.5,0
151,Wed Jun 07 16:26:05 +0000 2017," '""RT @PeoplesMomentum: We asked 3 veterans about @jeremycorbyn - they didn\'t hold back.\n\n#GE2017 https://t.co/h6LFzUtS1Y""'", 'Koshka23Pamela',160,448,0,0,-0.5,0
152,Wed Jun 07 16:26:05 +0000 2017," '""RT @wikileaks: Theresa May suppresses release of report on who funds terrorism until after election amid claims of #Saudi focus https://t.c…""'", 'dm4222',504,467,0,0,-0.5,0
153,Wed Jun 07 16:26:05 +0000 2017," '""RT @thenation: Bernie Sanders Is Super Excited About Jeremy Corbyn’s Anti-Austerity Campaign https://t.co/ch6FW0LNfb""'", 'Teram323Tere',117,124,0,0,-0.5,0
154,Wed Jun 07 16:26:05 +0000 2017," '""RT @MarcherLord1: *popcorn* https://t.co/quPdra60AD""'", 'RodPolisher',871,643,0,0,-0.5,0
155,Wed Jun 07 16:26:05 +0000 2017," '""RT @UniteCommCam: Austerity has strangled the British economy. Only Labour gets this | Joseph Stiglitz #VoteLabour #GE2017 #JC4PM https://t…""'", 'BobTwoHats',608,597,0,0,-0.5,0
156,Wed Jun 07 16:26:05 +0000 2017," '""I stg I hate seeing people making excuses and then cry about who wins.. but on a lighter note VOTE LABOUR.. 🙌🏼""'", 'MeltdownCoffee',865,456,0,0,-0.5,0
157,Wed Jun 07 16:26:06 +0000 2017," '""I want to go for a pint with @EmilyThornberry  #GE2017""'", 'MrHowells',1316,1123,0,0,-0.5,0
158,Wed Jun 07 16:26:06 +0000 2017," '""Might stop studying politics and just eject myself out the country if Tories win again tomorrow""'", 'roseheffernan_',2248,853,0,0,-0.5,0
159,Wed Jun 07 16:26:06 +0000 2017," '""RT @DimensionsUK: Everybody with a learning disability has the right to vote! @BourletGaryLDE explains why he\'s voting in #GE2017… ""'", 'callowandrew',363,652,0,0,-0.5,0
160,Wed Jun 07 16:26:05 +0000 2017," '""RT @Kevin_Maguire: No gutter is too dirty for May to roll in. Breaking another manifesto promise before the election https://t.co/6Cs4c0KcPD""'", 'GeoffreyCooke2',85,121,0,0,-0.5,0
