created_at,text,screen_name,followers,friends,rt,fav
'Mon Jun 12 12:07:09 +0000 2017', '"RT @StevieEmmm: The Tories it seems, need to untangle all the strings pulling on their puppet PM, before they can present the Queen… "', 'PatsiePancake', 250, 505, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"Because all other age groups vote for purely altruistic reasons? Actually it was the shock of the Brexit vote that… https://t.co/2BghAwRQuu"', 'ZHDar', 1397, 2652, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"https://t.co/HfwZtRYa3Z\nHow the election backfired for Theresa May!\n#Election2017 #StrongAndStable"', 'tradeviews100', 1611, 4875, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"RT @GuidoFawkes: WATCH: McDonnell Said Corbyn Would Have to Resign if Labour Lost [VIDEO] https://t.co/9SKdB1i5XB https://t.co/AUzZgtvBZS"', 'toryVal', 340, 257, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"RT @UKMoments: Orange Order want to lift ban on parades if DUP do a deal with Theresa May. https://t.co/V74VGDJRkB"', 'SophieCLeighton', 253, 468, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"By the time I spoke to this lovely man on the day after the election I was back to being right about everything.  J… https://t.co/4MuVtfwCmp"', 'ProfTimBale', 13350, 1735, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"@FoxAlive555 @SkyNews @faisalislam Labour had the same Policy on the Single Market as the Tories so the Election be… https://t.co/djiekkGQNj"', 'Avalon_DS', 434, 625, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"Theresa May, Friday: this country needs stability.\n\nMonday: government delays Queens Speech."', 'Tom_FA', 1563, 1336, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"RT @JamesMelville: We should remember the tough week all those who visited a foodbank have had, and ask whether Theresa May could do i… "', 'Kestrel7141', 485, 610, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"RT @OMG_ItsKhairy: So basically he gave 35k of his own money to white people caus ethey thought he was broke? \n\nNiggas stupid https://t.co/…"', 'Weekdy', 897, 841, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"RT @JamesMelville: We should remember the tough week all those who visited a foodbank have had, and ask whether Theresa May could do i… "', 'Dutts4', 276, 1078, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"RT @tiggrtalk: Ireland’s prime minister warns Theresa May over deal with DUP https://t.co/1EzRKUvQt6"', 'KillingJokez', 2440, 2229, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"RT @wikileaks: Night It Rained Guns: How Is Theresa May’s Ally DUP Linked To  Purulia Arms Drop Case?\nhttps://t.co/zFaNR7hrVK"', 'suegray834', 841, 1212, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"UK Electoral commission: Labour General Election Fraud 2017 - Sign the Petition! https://t.co/ELV6FFQAdd"', 'trollskin9', 315, 524, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @WorldOfMarkyD: Jeremy Corbyns rise.. symbalises the rejection of NeoLiberalism ✅\n\n❌privatisation\n❌deregulation\n❌austerity\n❌corporate r…"', 'glebbern', 1479, 2240, 0, 0
'Mon Jun 12 12:07:09 +0000 2017', '"RT @Xhakaed: And the internet came up with anti-Theresa May memes for free lmaoooo what an L https://t.co/e0ZlHcSRzo"', 'VOIDBOYE', 876, 315, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @NHSMillion: Jeremy Hunt has just been re-appointed as Health Secretary by Theresa May - pls RT if you agree it is an utter disg… "', 'Chowmwng', 299, 213, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @MarcherLord1: Heres the problem - Corbyns all over the media, asking the Qs, steering the narrative &amp; already fighting the next… "', 'shoottheducks', 795, 956, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"@MrMalky @itslegaltender @faisalislam And even if they were a separate party, they still wouldnt be the 4th larges… https://t.co/aN9ptooUWZ"', 'JamesKelly', 15841, 560, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @umbyrella: They will not accept an alliance. Theyll only accept being in full control of this hellbound vessel. https://t.co/imLzNAxotU"', 'non_bona_dicta', 783, 162, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @jeremycorbyn: Hard-won LGBT rights must not be sold out by @Theresa_May and the Tories as they try to cling to power with the DUP. http…"', 'CalamityCrafts', 489, 1117, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @OwenJones84: Under Theresa May as Home Secretary, LGBT refugees had to film themselves having sex to prove they were LGBT. https://t.…"', 'markjgaynor', 455, 958, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @ReutersJamie: The UK medias anti-Labour bias during the election campaign ran deep. Very deep, research from @lborouniversity sh… "', 'aviatrixCR', 1745, 2532, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @AyrshireBog: The SNP trying to digest the result of #ge2017 and the disappearance of Indyref2 in a puff of smoke. https://t.co/he9TINn3…"', 'annkane20', 419, 703, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @Xhakaed: And the internet came up with anti-Theresa May memes for free lmaoooo what an L https://t.co/e0ZlHcSRzo"', 'marivinther', 1591, 181, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"For all this current analysis on the Corbyn turnaround, I really hope to see some honest acknowledgment of how Labour were doing beforehand."', 'spawnofbowie', 156, 640, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @Gurmeetramrahim: On #WorldDayAgainstChildLabour, lets take pledge to eradicate child labour by not employing, rather educating them… "', 'arunswati1515', 253, 380, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @Fareeha786: Labour should stop fighting and do something positive - #Labour MP calls #Corbyn critic a sad, lonely bitter man https://…"', 'Fareeha786', 5732, 4713, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @garwboy: Labour are red\nTories are blue\nNigel Farage is a stain on the underpants of humanity\nThis started like a poem but I got distra…"', 'isitjustmeman', 526, 643, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"Has Jeremy Corbyn ever been to Lidl? @Grime4Corbyn @saskilla @realadamdeacon @jeremycorbyn @jeremycorbyn @UKLabour"', 'labourUnderdog', 3, 8, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @racybearhold: #GE2017 Imagine Corbyn and Labour delaying the Queens Speech, going into coalition with Sinn Fein, blatantly ignor… "', 'TonyHawkins', 396, 1912, 0, 0
'Mon Jun 12 12:07:10 +0000 2017', '"RT @pinkhiigh: But there isnt a magic money tree for NHS nurses. https://t.co/qrC9GOUn7G"', 'hurrikanye', 873, 812, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @Bonn1eGreer: #GeorgeOsbornes  front page urged #London to vote for the #Tories.\nWe Londoners responded this way:\n#newpundits\nhttps://t…"', 'Okavangomick', 712, 1411, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @MellowOchre: Its time now to DESELECT the treasonous RUMP of NULAB as I have been saying for MONTHS,\n\nsir! https://t.co/V2oeNztnxW"', 'carolehope2', 1675, 4915, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…"', '0afbot', 332, 123, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @daily_trust: Nasarawa Assembly to convert casual workers to permanent staff   https://t.co/d61nCFCRCg https://t.co/L9pBusTswz"', 'owusoya', 93, 503, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @pseudomonas: @SarahLudford @KatePardoe if labour starts opposing Brexit or even opposing hard Brexit, well be supporting them every st…"', 'TerryEnga', 403, 96, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @Nezifah: Broke ass boi @torylanez  bet u wont come to my crib and put 35 racks on my kitchen floor ol broke ass https://t.co/wZwNGUMVA1"', 'Agya95', 315, 200, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @Hepworthclare: Queens Speech *postponed*\nTory Manifesto *shredded*\nNobody has CLUE about what is going on !\nBut HEY - DUP will bail yo…"', 'Lizmcauleyvirg1', 26, 194, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"Getting deal with DUP is proving much harder than Theresa May thought. Is there anything that ISNT much harder than Theresa May thought?"', 'benet_catty', 707, 1156, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"uh oh royalists are dead again its labour now https://t.co/HI15kS45X5"', 'HodgeyBoo', 103, 177, 0, 0
'Mon Jun 12 12:07:11 +0000 2017', '"RT @EUVoteLeave23rd: #SCUMBAG #GeorgeOsborne this nasty piece of work seeks the destruction of #BREXIT &amp; the STABILITY of #BRITAIN!!… "', '1922slaymaker', 929, 245, 0, 0
'Mon Jun 12 12:07:12 +0000 2017', '"RT @GreenJennyJones: Ive known, liked and admired #Corbyn for many years, but sadly he and @UKLabour just dont get the big picture on… "', 'roomeezon', 9027, 1107, 0, 0
'Mon Jun 12 12:07:12 +0000 2017', '"RT @Gurmeetramrahim: On #WorldDayAgainstChildLabour, lets take pledge to eradicate child labour by not employing, rather educating them… "', 'Meenaks42997371', 9, 21, 0, 0
'Mon Jun 12 12:07:12 +0000 2017', '"RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…"', 'soso_1369_s', 330, 127, 0, 0
'Mon Jun 12 12:07:12 +0000 2017', '"RT @AdamBienkov: There are now 28 seats where the Tories have a less than 2,000 vote majority over Labour. Next election looks very… "', 'MarcusMillett', 74, 45, 0, 0
'Mon Jun 12 12:07:12 +0000 2017', '"RT @AngelaRayner: Tories now saying to me we must work together for the sake of the country,the same ones calling me loony left and giving…"', 'Sheryl28968767', 310, 153, 0, 0
'Mon Jun 12 12:07:12 +0000 2017', '"RT @crimesofbrits: Since DUP fiasco, Labour &amp; Tory backers argue who was the bigger terror supporter. Ignoring Britain is the largest exp…"', 'seantkeenan', 186, 483, 0, 0
'Mon Jun 12 12:07:12 +0000 2017', '"RT @Redpeter99: Theresa May now has so little authority that Philip has just refused to put out the bins."', 'CllrMehboobKhan', 4624, 4427, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @Harryslaststand: There is now talk that Theresa May will delay both #brexit talks &amp; the Queens speech which indicates the Tories aren…"', 'WitchesKitchen', 500, 780, 0, 0
'Mon Jun 12 12:07:12 +0000 2017', '"RT @guardian: Bring on the election – whenever Theresa May calls it, Labour is ready | Tom Watson https://t.co/hRVRaEWIz7"', 'helen_tweed', 6, 24, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @ree_nne: She aint Nigerian biko. If she ever lived here, she wont be sweeping anything other than her house. https://t.co/42Tng96GMD"', 'Eloka51', 10714, 1123, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @tom_watson: We will be pressing Theresa May until she gives answers. https://t.co/8M0gX0RUnr"', 'jpmb2015', 27, 137, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @frankieboyle: My bit on Jeremy Corbyn from ages ago. What a beautiful morning. https://t.co/G2P0vPQjEn"', 'Phoebe_Fuller98', 61, 187, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @JHC_Porter: The fact that a single Tory in this country thinks this is a political priority right now is just bat-shit crazy. G… "', 'temitchell1987', 93, 261, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @Gurmeetramrahim: On #WorldDayAgainstChildLabour, lets take pledge to eradicate child labour by not employing, rather educating them… "', 'Raghubirsingh77', 2, 16, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @SteveBlogs1: The Tories will win a landslide once Boris teaches them how to master the force. \n https://t.co/4gXdAkix8P"', 'ektopping', 555, 339, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @Hepworthclare: Queens Speech *postponed*\nTory Manifesto *shredded*\nNobody has CLUE about what is going on !\nBut HEY - DUP will bail yo…"', 'kampra', 468, 646, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @DannyDeVito: Way to go U.K. Congrats! Recognize the real deal! Jeremy Corbyn showing us how its done!\nLondon Calling"', 'TheMDMilkman', 148, 732, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"@Swissss But we are at such a unique moment. Rash to think Corbyn or Labour can necessarily build on the result"', 'tomcopy', 7556, 2508, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @PolhomeEditor: Jeremy Corbyn supporters now demanding pundits who dont share their views should be banned from the airwaves. Incredibl…"', 'lesley_62974', 757, 652, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"What issue is more complex &amp; potentially destructive than Brexit, and can we drag that into play? Oh I know: Northern Irish peace #GE2017"', 'steviejrich', 493, 957, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @DanOnGov: Thatcher said Everyone needs a Willie. Now May has a Damian. @jillongovt reviews the new Cabinet. https://t.co/MU1GzbFN7U"', 'nicolevIFG', 1837, 999, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @lilyallen: Labour Voters  , did you vote ?"', 'Georgina6409', 642, 1233, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @estwebber: So contrary to manifesto Theresa May makes no change to Fox or Hunt"', 'AdrianWard2014', 22, 15, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"RT @_Mrs_Africa: World Day Against Child Labour \n#SheIsAfrica \n#AfricanBeautyQueensWithSubstance https://t.co/Fo0Ec8PwuL"', 'MapitsiHoldings', 1001, 936, 0, 0
'Mon Jun 12 12:07:13 +0000 2017', '"@stephenkb @AbiWilks We fought last GE with MSM telling everybody #tories were 4-7% ahead how many would vote diff… https://t.co/PiqXjNJeNr"', 'JnthnMorse', 468, 788, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"Tag yourself, Im my grandmother voted labour once and now she is blind https://t.co/2EEnTCWwiA"', 'ginger_emoji', 456, 359, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @MatthewBevan: John Oliver flew the real Lord Buckethead to NYC to pitch him as a Brexit negotiator for Theresa May. https://t.co/8eNR7a…"', 'NuMusashi', 89, 147, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @MellowOchre: Its time now to DESELECT the treasonous RUMP of NULAB as I have been saying for MONTHS,\n\nsir! https://t.co/V2oeNztnxW"', '4evapoison', 3234, 4057, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @OwenJones84: Heres the source, for those wondering: https://t.co/fQQKPJSQFJ Dont give Theresa May any pity. She deserves none."', 'markjgaynor', 455, 958, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @RightNewsUK: Voter fraud is too easy especially with students... this why Labour did so well! https://t.co/c4EVGLBGY0"', 'MarianneSansum', 118939, 22072, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"@AMDWaters It falls in line with gender separated meeting that Labour have recently introduced"', 'Lift_Consultant', 155, 197, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @Harryslaststand: Its no small thing when a government cant deliver its  #queensspeech on time as it indicates crisis within the hall…"', 'tmb317', 893, 592, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @Politicalpolls_: Boris Johnson VS Jeremy Corbyn \n\nWho would you vote for as PM?\n\nPlease RETWEET this poll"', 'PlantMaureen', 1093, 551, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @IainDale: If you want a good laugh, click on YouGovs constituency prediction page. https://t.co/N7xWRtvXMp. Canterbury is going Labour…"', 'TheShapeImIn', 124, 254, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @RufusHound: I think no-one else is prepared to be covered in as much shit as Jeremy Hunt already is, carrying out Tory plan to… "', 'hanbags14', 1249, 1904, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @JamesMelville: We should remember the tough week all those who visited a foodbank have had, and ask whether Theresa May could do i… "', 'SuzDowson73', 124, 338, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…"', 'no8o_dy', 336, 387, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @JamesMelville: We should remember the tough week all those who visited a foodbank have had, and ask whether Theresa May could do i… "', 'ClaireLDickens', 416, 1289, 0, 0
'Mon Jun 12 12:07:14 +0000 2017', '"RT @D_Raval: Just think Corbyn, Stramer and Thornberry wouldve started today dealing with this massive #Brexit issue. Instead w… "', 'D_Raval', 8521, 5787, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @NHSMillion: Jeremy Hunt has just been re-appointed as Health Secretary by Theresa May - pls RT if you agree it is an utter disg… "', 'GezSheridan', 174, 307, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @Hepworthclare: Queens Speech *postponed*\nTory Manifesto *shredded*\nNobody has CLUE about what is going on !\nBut HEY - DUP will bail yo…"', 'rik_big', 229, 260, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @JamesMelville: We should remember the tough week all those who visited a foodbank have had, and ask whether Theresa May could do i… "', 'SovereignAnnie', 6063, 2853, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @UNLibrary: Today is World Day Against Child Labour, spread the word #NoChildLabour #ILC2017 https://t.co/UpZCvRyOPZ"', 'SanjaRahim', 476, 761, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"Labour MP Tulip Siddiq demands “truly independent” inquiry into Party’s antisemitism problem https://t.co/CBQ26htMub via @antisemitism"', 'watchmaker101', 598, 2701, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @KulganofCrydee: Jolly old @OwenJones84 complaining about Tories making deals with what he calls terrorism supporters.... Oh Owen https:…"', 'bigmargle', 602, 1253, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @brianmoore666: It was defeated by a vote of 11 - 10 in cabinet. https://t.co/WDW5CZK6Sr"', 'edwardhenry1', 362, 1765, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @jeremycorbyn: 30 years ago today Diane Abbott became an MP. As the first black woman MP she continues to inspire &amp; represent the… "', 'Lukemattj0hnson', 87, 2308, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @WillWBloom: Wow. This was where students had been turned away at polling places and came back to demand they get to vote. Looks… "', 'j_sutherland2', 3938, 3252, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @lesbonner: RT @MarieAnnUK: *Tories Brexit Shambles* https://t.co/zTk4gEIcnU"', 'freeWorld2', 1638, 1744, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @AndyHearn09: Queens speech delayed. Not going well is it? Not Strong and Not Stable, a complete and utter Tory shambles."', 'missthepiglet', 234, 816, 0, 0
'Mon Jun 12 12:07:15 +0000 2017', '"RT @RCorbettMEP: Many feel that #Brexit is now in doubt: \n https://t.co/xfB1bwAgTr"', 'TerryEnga', 403, 96, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @MichaelLCrick: And in Corbyns case its a lot easier as there are only four losing Labour MPs to contact https://t.co/hLkTACaIPF"', 'tamdek', 612, 650, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @OwenJones84: This is a really thoughtful, honest assessment from Blairite columnist Philip Collins https://t.co/D5BuMi1ucG"', 'M_Noman_D', 149, 102, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"I think the Tories are about to be hoisted by their own petard."', 'fauxpaschick', 4033, 2686, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @pinkhiigh: But there isnt a magic money tree for NHS nurses. https://t.co/qrC9GOUn7G"', 'evehunter7', 1135, 739, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…"', 'WAiLtoWalsh', 63, 80, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @MikeHolden42: @jonsnowC4 Its incredible the amount of damage the Tories are prepared to do to the UK to cling on to power."', 'mrshadyshadow', 74, 248, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…"', 'maidotheloch', 314, 404, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @MatthewBevan: John Oliver flew the real Lord Buckethead to NYC to pitch him as a Brexit negotiator for Theresa May. https://t.co/8eNR7a…"', 'JustMattBentley', 485, 322, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"A broad coalition of those who voted Labour because they thought Corbyn could win &amp; those voting Labour because the… https://t.co/1fPGn9M4Kl"', 'Jackstarbright', 490, 1367, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @OwenJones84: Under Theresa May as Home Secretary, LGBT refugees had to film themselves having sex to prove they were LGBT. https://t.…"', '_d_i_d_z', 37, 45, 0, 0
'Mon Jun 12 12:07:16 +0000 2017', '"RT @VictoriaLIVE: Emily Thornberry says Tory Gov is untenable The three people that wrote the manifesto - 2 of them lost their job,… "', 'FutureFemProj', 1149, 1706, 0, 0
'Mon Jun 12 12:07:17 +0000 2017', '"RT @OmarKuddus: #TheresaMay appoints anti-#LGBT #justice secretary #DavidLidington in the middle of #DUP negotiations https://t.co/D6P65afq…"', 'Eurodeluxe', 88, 169, 0, 0
'Mon Jun 12 12:07:17 +0000 2017', '"RT @jonsnowC4: Here we go..for those too young to remember. Portadown has been the scene of some very nasty stuff down the years. https://t…"', 'aminabakwa', 973, 939, 0, 0
'Mon Jun 12 12:07:17 +0000 2017', '"RT @WingsScotland: The jaw-dropping extent to which the Lib Dems are now the Scottish Tories bitches is going to *blow your mind*: https:/…"', 'icantgetnosleep', 880, 2703, 0, 0
'Mon Jun 12 12:07:17 +0000 2017', '"RT @Gurmeetramrahim: On #WorldDayAgainstChildLabour, lets take pledge to eradicate child labour by not employing, rather educating them… "', 'poojawadhwains1', 712, 70, 0, 0
'Mon Jun 12 12:07:17 +0000 2017', '"RT @MarkSkoda: Hypocrite Jeremy Corbyn says he Welcomes the Cancellation of President Trumps Visit to UK. #LondonHasFallen https://t.co/…"', 'SoloFlylng', 98, 1748, 0, 0
'Mon Jun 12 12:07:17 +0000 2017', '"CCRDs child protection programme supports mitigation of child labour in Kenya.@MTotoNews  @FKEKenya  @kudheiha @Juanitaeditor  #WDACL"', 'ChildProtect254', 245, 752, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @georgeeaton: Only 48 Tory MPs (15%) are required to trigger a vote of no confidence in Theresa May."', 'megantatumxo', 264, 222, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @RobertAlanWard: Boris Johnson behaving impeccably in support for Theresa May. Suggests meticulous preparation for a leadership challeng…"', 'LFdSP2017', 1203, 4858, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @MichaelSturrock: Best one Ive seen so far. #GE2017 #TheresaMay https://t.co/cgPOu0tGc9"', 'einsteinanono', 19, 261, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"Tom is very good at making rhetorical accusations, less good at making them stick. His role in most worthy campaign… https://t.co/iiwxQovN4I"', 'therealslog', 813, 162, 0, 0
'Mon Jun 12 12:07:17 +0000 2017', '"RT @LustforLo: nigga they disrespected you and they still got your coins. played yourself https://t.co/8QaQzl4Eji"', 'VOsnir', 753, 222, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @NHSMillion: Jeremy Hunt has just been re-appointed as Health Secretary by Theresa May - pls RT if you agree it is an utter disg… "', 'BaranEmelie', 2486, 2296, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @jeremycorbyn: Hard-won LGBT rights must not be sold out by @Theresa_May and the Tories as they try to cling to power with the DUP. http…"', 'orwell4ever', 12428, 12364, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @Harryslaststand: Theresa May when you are neither respected by your party or the electorate, its time for you to go. #number10"', 'bimblehead', 109, 297, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"#SkyNews In just 11 days . . .  Over and over again. Now, amazingly, start of Brexit talks postponed. Tories back to lying &amp; fear tactics"', 'stickit2him', 3, 35, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"Sorry Joe, youd still be Tories! The Nasty Party. https://t.co/CuTDwlNthN"', 'TheFabledAesop', 497, 1371, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"HuffPostUKPol: Queens Speech And Brexit Talks Facing Delay As Theresa May Scrambles To Do Deal With DUP … https://t.co/5JqMgrHxQH"', 'Redpolitics', 3790, 4999, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"@TeamPangloss But they neednt have done if the Tories had just announced minority government immediately. The DUP… https://t.co/BZ4vc4L0P4"', 'CuriousCabbage', 2018, 954, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @WhispersNewsLTD: REVEALED: The List Of DUP Demands In Exchange For Helping Tories https://t.co/CUmXlr7wVg https://t.co/8YsHf9XUgl"', 'scarch', 88, 294, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @brianmoore666: It was defeated by a vote of 11 - 10 in cabinet. https://t.co/WDW5CZK6Sr"', 'ThreadbarePanda', 173, 589, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @LBC: Extreme Brexit is dead after #GE2017 and @ChukaUmunna is “delighted” by that https://t.co/4VAcMmOfN6"', 'RuhiyaAl', 27, 62, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @WORLDSTAR: Tory Lanez got this crowd lit! 😳🔥 https://t.co/MuQoeYMTJn"', 'MadridLive2', 17, 121, 0, 0
'Mon Jun 12 12:07:18 +0000 2017', '"RT @Gurmeetramrahim: On #WorldDayAgainstChildLabour, lets take pledge to eradicate child labour by not employing, rather educating them… "', 'Gaurvi9', 0, 1, 0, 0
'Mon Jun 12 12:07:19 +0000 2017', '"@helenjo78782592 @rosaltmann @ChrisGiles_ @chrisgiles @paullewismoney Hope you voted against this Helen. The Tories… https://t.co/orP3ZhOHSI"', 'Legg_y', 71, 144, 0, 0
'Mon Jun 12 12:07:19 +0000 2017', '"RT @NicolaSturgeon: There must be full public disclosure of terms of any proposed Tory deal with DUP - before it is signed and sealed. http…"', 'LedgWood', 567, 528, 0, 0
'Mon Jun 12 12:07:19 +0000 2017', '"RT @PeterStefanovi2: Boris Johnson hails election win in Clwyd South, before realising Tories lost it to Labour! https://t.co/nrrEePOsJB"', 'DavidWCummins', 6968, 6506, 0, 0
'Mon Jun 12 12:07:19 +0000 2017', '"RT @DavidB1996: I live for Jeremy Corbyns fourth wall breaks https://t.co/4oHVRkNS5s"', 'chrisdowney79', 297, 1077, 0, 0
'Mon Jun 12 12:07:19 +0000 2017', '"@FruitMeister And it will be your beloved Tories that will have left the country in a crippling amount of debt"', 'PsychoDoughnut', 80, 335, 0, 0
'Mon Jun 12 12:07:19 +0000 2017', '"RT @JohnRentoul: Another fine editorial by @George_Osborne in the @standardnews https://t.co/D9JpIEtxFI https://t.co/G1HoSl2H2j"', 'Pamper48', 343, 204, 0, 0
'Mon Jun 12 12:07:19 +0000 2017', '"Today is #WorldDayAgainstChildLabour with theme In conflicts &amp; disaster,protect children from child labour. @elorich2002 @igbakigba"', 'first4all', 13, 68, 0, 0
