botornot,DotcountREL,CommacountREL,ExclcountREL,WordcountREL,UppercasecountREL,LowercasecountREL,SpecialcharREL,NumbercountREL,CharcountREL,UniquewordsREL,ApicescountREL,QuotescountREL,OpenparREL,CloseparREL,OperatorcountREL,HashtagcountREL,DottycountREL,LinkcountREL
0,1.880768616,0,0,0.784230673,1.344367015,0.944719243,1.087152804,0.859172224,1,0.784230673,,0.868601639,0,0,1.281249345,2.936449085,0,1.427681853
0,1.29634899,0,0,0.962842531,1.64265492,0.879069262,1.296929355,2.220741766,1,0.962842531,,0.898045763,0,0,1.766242035,12.14395893,0,1.476077848
0,0.648174495,2.514125875,8.560970093,0.962842531,0.884506495,0.998449038,1.124005441,0.444148353,1,0.962842531,,0.898045763,0,0,1.324681526,0,0,1.476077848
0,0.757273172,5.874591155,0,1.124905136,0.295252522,1.027031415,0.808119677,2.075623987,1,1.124905136,,1.04920198,0,0,0,0,0,0
0,0,0,0,1.228717578,0.817000129,0.99993571,0.698802118,3.58969217,1,1.228717578,,1.451635616,0,0,0,4.907490252,0,0
0,0,0,0,1.176346009,1.222151832,0.976209885,1.003525665,0.429586112,1,1.176346009,,0.868601639,0,0,0,2.936449085,0,0
0,0.742568839,0,0,0.754726849,1.88187651,0.907623472,0.990535042,0.508830152,1,0.754726849,,1.028829126,0,0,1.517596312,0,0,1.691040641
0,0,0,0,1.18204536,0.693500109,1.101928337,0.474535392,0,1,1.18204536,,1.232202326,0,0,0,0,0,0
0,0,7.17742387,0,1.109148824,1.683415588,0.86751638,1.316453023,0.845314608,1,1.109148824,,0.854591935,0,0,0.420194678,0,0,0
0,0.64272765,2.492998767,8.489029167,1.105501641,0.501184953,0.979297203,1.286030789,2.642496084,1,1.105501641,,0.89049916,0,0,0,12.04190885,0,0
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,1.680980009,0,0,0.854251268,2.293884977,0.788073488,1.345386056,3.455571803,1,0.854251268,,1.164498901,0,0,1.717718902,0,0,1.914035012
0,0.621825938,0,0,1.069550368,1.090994075,1.051565539,0.663577947,0.852187084,1,1.069550368,,0.861539837,0,0,0,0,0,0
0,0.72842467,0,0,1.082051607,1.27802163,0.951317282,1.068834478,0.499138149,1,1.082051607,,1.009232381,0,0,1.488689715,0,0,1.658830343
0,0.70169349,0,0,1.316644157,0.410373918,1.116136191,0.561606106,0.480821153,1,1.316644157,,0.97219633,0,0,0,0,0,0
0,1.264208106,0,0,1.037809392,0.61612613,1.100697682,0.927500993,0,1,1.037809392,,0.875780165,0,0,2.153063638,0,0,1.439480877
0,0,0,29.42313993,1.161118229,0.289519463,0.957356264,1.485802562,3.052980913,1,1.161118229,,1.028829126,0,0,2.023461749,0,0,0
0,1.470857508,0,0,0.574976815,1.146942489,0.837328081,1.765819199,4.031500437,1,0.574976815,,2.037873077,0,0,3.006008079,0,0,3.34956127
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,2.528416212,0,0,0.988389897,0.61612613,1.100697682,0.843182721,0.866272821,1,0.988389897,,0.875780165,0,0,1.291838183,0,18.1885808,1.439480877
0,0.632104053,0,0,1.037809392,0.61612613,1.143032208,0.505909633,0,1,1.037809392,,0.875780165,0,0,1.291838183,0,0,0
0,0.95605738,7.416671333,0,1.046457804,0.745512618,1.008487792,1.147782479,1.965356463,1,1.046457804,,1.3246175,0,0,1.953905251,0,0,2.177214826
0,1.644829901,3.189966165,0,0.900178756,1.442927647,0.922596786,1.316453023,0,1,0.900178756,,1.139455914,0,0,2.241038281,0,0,1.872872968
0,0,0,0,1.029302758,0.611075916,1.123166211,0.501762833,0,1,1.029302758,,0.868601639,0,0,0,0,0,0
0,2.578132261,3.33333543,0,1.00782453,1.172716477,0.935283845,1.490254405,1.766612551,1,1.00782453,,1.190667416,0,0,2.341759103,0,0,1.957047034
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,0,0,0,0.770120462,1.242521029,0.863447941,1.623126738,3.573375387,1,0.770120462,,0.802798485,0,0,2.763098335,0,0,0
0,0.621825938,0,0,0.923702591,1.090994075,0.968273219,0.99536692,1.278280626,1,0.923702591,,0.861539837,0,0,1.270832684,0,0,1.416074683
0,0,0,0,1.229483134,0.418044458,1.113061738,0.572103416,0,1,1.229483134,,0.990368224,0,0,0,0,0,0
0,0,0,0,1.25031322,1.084381989,0.989569551,1.020251093,0,1,1.25031322,,0.963358182,0,0,0.473674,0,0,0
0,1.253845744,0,0,0.931273924,0.488860733,1.049688048,0.919898526,1.288758336,1,0.931273924,,0.868601639,0,0,1.281249345,0,0,1.427681853
0,0,0,0,1.25031322,1.084381989,0.989569551,1.020251093,0,1,1.25031322,,0.963358182,0,0,0.473674,0,0,0
0,1.986612738,0,0,0.854251268,1.355477487,0.881465314,1.325001419,2.041928793,1,0.854251268,,1.376225974,0,0,2.706708573,0,0,2.262041377
0,1.092637006,0,0,0.939676395,1.70402884,0.823255341,1.603251717,0.748707224,1,0.939676395,,1.513848571,0,0,2.97737943,0,0,2.488245515
0,0.64272765,0,0,1.155751716,0.626481191,1.065389264,0.857353859,0,1,1.155751716,,0.89049916,0,0,0.875699832,0,0,1.463673832
0,0,0,0,1.114870299,0.631790354,1.085270694,0.432309785,0.888296706,1,1.114870299,,0.898045763,0,0,0,3.035989732,0,0
0,0,0,0,1.134092201,7.326589518,0.408473435,0.703621443,0,1,1.134092201,,0.91352931,0,0,0.449173621,0,0,0
0,0.653714448,2.535614131,0,1.175508156,0.509752217,1.050764651,0.959210429,1.791777972,1,1.175508156,,0.905721368,0,0,0.89066906,0,0,1.488693898
0,2.144427768,2.772587414,0,0.950055149,1.254133375,0.969440868,1.144206833,0.489808464,1,0.950055149,,0.990368224,0,0,1.460863739,0,0,1.627824169
0,2.048694386,5.29762238,0,0.800860564,0.798763519,1.006200972,1.184220018,1.403826045,1,0.800860564,,0.946155357,0,0,1.395646608,0,0,1.555153447
0,0,0,0,1.258896606,0.784750124,1.112116864,0.626469969,0,1,1.258896606,,0.92955614,0,0,0.91410772,0,0,0
0,2.039589077,0,0,0.956761421,0.994016823,1.041570461,1.088267832,0.698793409,1,0.956761421,,1.412925333,0,0,2.084165601,0,0,2.322362481
0,1.680980009,9.780225933,0,1.379944357,0.327697854,1.083601047,0.784808533,0,1,1.379944357,,1.164498901,0,0,0,0,0,0
0,1.699657564,0,0,0.664417653,2.319372588,0.796829861,2.040502186,0,1,0.664417653,,2.354875556,0,0,3.473609336,0,0,3.870604135
0,0.626922872,0,0,1.029302758,0.855506282,0.986706765,1.003525665,1.718344448,1,1.029302758,,0.868601639,35.16605827,32.96400908,1.281249345,0,0,1.427681853
0,1.285455301,2.492998767,0,1.105501641,0.751777429,1.043866249,0.943089245,1.321248042,1,1.105501641,,0.89049916,0,0,1.313549749,0,0,1.463673832
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,0.611876723,0,0,0.861085278,0.715692113,1.096210222,0.816200874,0,1,0.861085278,,0.8477552,0,0,1.250499361,0,0,1.393417488
0,0.780455004,0,0,0.976287164,0.912872593,1.045403607,0.936965289,0.534790874,1,0.976287164,,1.081320408,0,0,1.595024695,0,0,1.777318225
0,4.696422218,0,0,0.786810379,1.046333498,0.97731482,1.342435648,1.379197518,1,0.786810379,,0.92955614,0,0,1.37116158,0,38.61084695,1.527870053
0,2.999395702,0,0,0.820751219,1.461789446,0.878856464,1.600393871,0,1,0.820751219,,2.077831373,0,0,3.064949414,0,0,3.415238942
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,3.143202345,0,0,0.901059557,1.021250161,0.982392979,1.257843813,1.435876868,1,0.901059557,,1.451635616,0,0,2.141266029,0,0,2.38598885
0,0.72842467,0,0,1.309851945,0.284004807,1.122066538,0.583000624,0,1,1.309851945,,1.009232381,0,0,0,0,0,0
0,1.253845744,4.863391038,0,1.029302758,1.222151832,0.976209885,1.087152804,1.288758336,1,1.029302758,,0.868601639,0,0,1.281249345,0,0,1.427681853
0,0.910530838,3.531748254,0,0.711876057,3.017551071,0.777518933,1.578960025,0.623922687,1,0.711876057,,1.261540476,0,0,3.101436907,0,0,2.073537929
0,2.227706517,0,0,1.277230052,1.013318121,1.044388652,0.792428033,0,1,1.277230052,,1.028829126,0,0,0,0,21.36716773,0
0,2.365502796,3.058421168,0,1.171292976,0.768569709,1.016574178,1.2621663,0.540304182,1,1.171292976,,1.092468041,0,0,1.611468248,0,0,1.795641093
0,1.285455301,0,0,0.804001194,1.002369906,1.033104741,0.857353859,0,1,0.804001194,,0.89049916,0,0,1.313549749,0,0,1.463673832
0,0,0,0,1.25031322,1.084381989,0.989569551,1.020251093,0,1,1.25031322,,0.963358182,0,0,0.473674,0,0,0
0,0,5.874591155,0,1.361727269,0.590505044,1.077749016,0.909134637,0,1,1.361727269,,1.04920198,0,0,0.515882575,0,0,0
0,1.390628916,0,0,1.141590331,0.813286492,1.047779524,0.927500993,0.952900103,1,1.141590331,,0.963358182,0,0,1.421022001,0,0,1.583428964
0,2.699456132,0,0,1.125601671,1.578732602,0.93409887,1.320324944,0,1,1.125601671,,1.246698824,0,0,1.838969648,0,0,2.049143365
0,1.499697851,0,0,1.231126828,0,1.167623588,0.500123085,0,1,1.231126828,,1.038915686,0,0,0,0,0,0
0,1.243651876,0,0,0.875086665,0.848550947,1.051565539,0.99536692,0,1,0.875086665,,0.861539837,0,0,1.270832684,2.912575515,0,1.416074683
0,5.463185029,7.063496507,0,0.711876057,2.13003605,0.731782525,2.429169268,1.247845373,1,0.711876057,,2.523080952,0,0,3.721724288,0,0,4.147075859
0,0.621825938,4.823851273,0,0.777854813,1.090994075,1.041153999,0.912419676,0,1,0.777854813,,0.861539837,0,0,1.270832684,0,0,1.416074683
0,1.307428896,0,0,1.073290055,0.509752217,1.050764651,0.959210429,0.895888986,1,1.073290055,,0.905721368,0,0,0.89066906,3.061938362,0,1.488693898
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,0.67091746,0,8.861355008,1.363804656,0.261583375,1.078416353,0.626469969,0.919465012,1,1.363804656,,0.92955614,0,0,0,0,0,0
0,0.665083395,0,0,0.831966453,1.555852419,0.979952251,0.887174863,1.367204496,1,0.831966453,,0.921473043,0,0,1.359238436,0,0,1.514584227
0,0,2.579711768,0,1.091955969,0.518617473,1.135853745,0.621022404,0,1,1.091955969,,0.921473043,0,0,0,0,0,0
0,0,0,0,0.681902328,1.177125186,0.831279272,1.879409908,3.677860047,1,0.681902328,,0.92955614,0,0,3.19937702,0,0,0
0,1.274743173,2.472223778,0,1.096289128,0.497008412,1.067182849,1.020251093,0,1,1.096289128,,0.883078333,0,0,0.868402334,0,0,1.451476551
0,0.968159372,0,0,0.756931504,1.321161601,0.956411971,1.162311371,1.326822928,1,0.756931504,,1.34138481,0,0,1.978638229,0,0,2.204774507
0,0.648174495,0,0,1.114870299,0.379074212,1.085270694,0.951081527,0,1,1.114870299,,0.898045763,0,0,1.324681526,0,0,1.476077848
0,1.033575546,4.009011531,0,0.727267972,2.014898966,0.830672055,1.240845924,2.832946253,1,0.727267972,,1.432018919,0,0,1.408220001,0,0,0
0,2.781257833,0,0,0.761060221,1.626572984,0.81493963,1.484001589,2.85870031,1,0.761060221,,1.926716364,0,0,2.842044002,0,0,3.166857928
0,0.602240869,0,0,0.84752488,0.939228495,0.988194512,1.205020976,0.825346546,1,0.84752488,,0.834404724,0,0,0.820537638,0,0,1.371473906
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,2.144427768,2.772587414,0,0.950055149,1.254133375,0.969440868,1.144206833,0.489808464,1,0.950055149,,0.990368224,0,0,1.460863739,0,0,1.627824169
0,0.676854782,0,0,0.846691523,1.187542223,0.997296538,0.993164781,0.92760187,1,0.846691523,,0.937782301,0,0,1.383295753,0,0,1.541391027
0,0,3.409963831,0,1.512122935,1.199675477,0.809586989,1.289972646,4.216856778,1,1.512122935,,1.21803908,0,0,2.395592645,0,0,0
0,0.749848925,0,0,0.938001393,1.90032628,0.866301371,1.200295403,3.082912099,1,0.938001393,,1.038915686,0,0,2.043299609,0,0,1.707619471
0,0,0,9.441069822,1.285368731,0.278696306,1.07715652,0.667453986,0,1,1.285368731,,0.990368224,0,0,0.48695458,0,0,0
0,0,0,0,1.185177435,0.268653196,1.176785412,0.459572564,0,1,1.185177435,,0.954679279,0,0,0,0,0,0
0,0.757273172,2.937295577,0,1.006494069,0.590505044,1.014352015,0.909134637,2.075623987,1,1.006494069,,1.04920198,0,0,1.547647724,0,0,1.724526595
0,2.731592514,0,0,0.961032677,1.597527038,0.93759636,1.457501561,0,1,0.961032677,,1.892310714,0,0,2.791293216,0,0,3.110306894
0,1.353709565,0,0,0.846691523,0.659745679,1.031295284,1.264027903,0.92760187,1,0.846691523,,0.937782301,0,0,2.766591506,0,0,1.541391027
0,1.264208106,2.451792176,0,1.037809392,0.61612613,1.079530419,0.927500993,0.433136411,1,1.037809392,,0.875780165,0,0,1.291838183,0,0,1.439480877
0,0.831354243,0,0,0.909963308,1.134475722,0.918705235,1.330762295,1.70900562,1,0.909963308,,1.151841304,0,0,2.265397393,0,0,1.893230283
0,1.995250184,2.579711768,0,0.935962259,0.648271841,0.96881643,1.508197268,0.455734832,1,0.935962259,,0.921473043,0,0,0.906158957,9.345568392,0,1.514584227
0,1.865477815,0,0,1.16678222,0.363664692,1.077594389,1.119787785,1.278280626,1,1.16678222,,1.292309756,0,0,1.906249026,0,0,2.124112025
0,0,5.874591155,0,1.598549403,0.885757565,1.052390215,0.909134637,0.518905997,1,1.598549403,,1.04920198,0,0,0,0,0,0
0,2.185274011,0,0,1.195951776,0.85201442,1.03669191,0.971667707,0,1,1.195951776,,1.009232381,0,0,0,6.82374835,0,0
0,0.695314458,0,0,0.86978311,1.897668481,0.931359577,1.020251093,0.952900103,1,0.86978311,,0.963358182,0,0,1.421022001,3.256788985,0,1.583428964
0,1.253845744,0,0,0.980288341,0.611075916,1.070681809,0.919898526,0.429586112,1,0.980288341,,0.868601639,0,0,1.281249345,0,0,1.427681853
0,0,8.725495685,0,1.231126828,0.219268417,1.01696248,0.750184627,3.082912099,1,1.231126828,,1.558373529,0,0,0,0,0,0
0,2.144427768,2.772587414,0,0.950055149,1.254133375,0.969440868,1.144206833,0.489808464,1,0.950055149,,0.990368224,0,0,1.460863739,0,0,1.627824169
0,1.274743173,0,0,0.946795156,0.745512618,1.013823706,1.36033479,0,1,0.946795156,,0.883078333,0,0,1.302603501,2.985389903,0,1.451476551
0,1.285455301,0,0,1.206001791,0.375888715,1.054627757,0.943089245,0.440416014,1,1.206001791,,0.89049916,0,0,1.313549749,0,0,1.463673832
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,0,0,0,1.195951776,0.248504206,1.195244791,0.340083698,0,1,1.195951776,,1.766156667,0,0,0,0,0,0
0,1.264208106,0,0,0.691872928,0.61612613,1.01602863,1.011819266,2.165682053,1,0.691872928,,0.875780165,0,0,1.72245091,0,0,1.439480877
0,0.689050364,2.672674354,0,1.239049137,0.134326598,1.211396747,0.367658051,0,1,1.239049137,,0.954679279,0,0,0,0,0,0
0,0.72155274,0,0,1.241082031,0,1.12356232,0.577500619,1.977717195,1,1.241082031,,0.999711321,0,0,0.491548491,0,0,0
0,1.341834919,5.204681637,0,1.049080505,0.130791687,1.157050878,0.536974259,0,1,1.049080505,,0.92955614,0,0,0,0,0,0
0,1.047734115,4.063929497,0,1.392546588,0.204250032,1.175363028,0.559041695,0,1,1.392546588,,1.451635616,0,0,0,0,0,0
0,0.676854782,2.625370383,0,0.846691523,0.659745679,1.06529403,0.902877073,0.92760187,1,0.846691523,,0.937782301,0,0,1.383295753,0,0,1.541391027
0,0,0,0,1.291084303,0.508304057,1.105989498,0.463750497,0,1,1.291084303,,1.204197727,0,0,0,0,0,0
0,0,2.72171425,0,1.152063637,0.547165224,1.127884993,0.561606106,0,1,1.152063637,,0.97219633,0,0,0,0,0,0
0,1.124773388,0,0,0.967313936,1.973415752,0.88513401,1.350332329,0,1,0.967313936,,1.558373529,0,0,2.29871206,0,0,2.561429207
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,0.708190652,0,0,0.99662648,1.380578921,0.984179738,1.039144632,0.485273201,1,0.99662648,,0.981198148,0,0,1.447337223,0,0,1.612751723
0,1.092637006,0,0,0.854251268,3.40805768,0.713487962,1.457501561,0,1,0.854251268,,1.513848571,0,0,2.233034573,0,0,2.488245515
0,1.223753446,0,0,0.621894923,2.862768451,0.768371651,1.387541486,0.419276045,1,0.621894923,,0.8477552,0,0,2.500998722,0,0,2.786834977
0,0,0,0,1.049080505,1.046333498,1.067182849,0.536974259,0,1,1.049080505,,0.92955614,0,0,0,0,0,0
0,1.936318744,0,0,0.681238353,3.208535316,0.68083564,1.678894203,1.990234393,1,0.681238353,,1.34138481,0,0,3.957276458,0,0,4.409549014
0,1.390628916,0,0,0.597975888,2.846502722,0.768371651,1.39125149,0.476450052,1,0.597975888,,0.963358182,0,0,2.842044002,0,0,3.166857928
0,0.626922872,0,0,0.882259507,0.977721466,1.018197407,0.752644249,1.718344448,1,0.882259507,,0.868601639,0,0,1.281249345,0,0,1.427681853
0,1.390628916,0,0,1.141590331,0.813286492,1.047779524,0.927500993,0.952900103,1,1.141590331,,0.963358182,0,0,1.421022001,0,0,1.583428964
0,1.341834919,0,0,0.891718429,0.784750124,1.055949345,1.073948519,0,1,0.891718429,,0.92955614,0,0,1.37116158,0,0,1.527870053
0,4.249143911,0,0,0.49831324,2.899215735,0.711455233,2.267224651,1.455819602,1,0.49831324,,2.943594444,0,0,4.342011669,0,0,4.838255168
0,1.485137678,2.880260712,0,0.928894583,1.158077853,0.982222661,1.287695554,1.526490457,1,0.928894583,,1.028829126,0,0,3.035192623,0,0,3.382081283
0,0.689050364,2.672674354,0,0.915818927,1.477592575,0.888357615,1.28680318,2.360788544,1,0.915818927,,0.954679279,0,0,1.408220001,0,0,1.569163838
0,1.253845744,0,0,0.931273924,0.488860733,1.049688048,0.919898526,1.288758336,1,0.931273924,,0.868601639,0,0,1.281249345,0,0,1.427681853
0,0,2.696971394,0,1.087228887,0.542190995,1.117631493,0.649250695,0,1,1.087228887,,0.963358182,0,0,0,0,0,0
0,0,0,0,1.229483134,0.418044458,1.113061738,0.572103416,0,1,1.229483134,,0.990368224,0,0,0,0,0,0
0,1.318699834,0,0,0.721695037,3.341953113,0.77278758,1.407242887,0,1,0.721695037,,1.827058621,0,0,3.593388968,0,0,3.003054932
0,1.799637421,0,0,0.492450731,2.104976803,0.783437762,1.800443105,2.466329679,1,0.492450731,,1.246698824,0,0,4.290929179,0,0,4.098286731
0,1.195071725,0,0,0.840903592,0.698918079,1.040503278,1.115899633,1.637797052,1,0.840903592,,1.655771875,0,0,2.442381564,0,0,2.721518532
0,2.144427768,2.772587414,0,0.950055149,1.254133375,0.969440868,1.144206833,0.489808464,1,0.950055149,,0.990368224,0,0,1.460863739,0,0,1.627824169
0,1.627331711,0,0,0.572530105,4.917210882,0.572191655,1.628060254,0,1,0.572530105,,1.127334043,0,0,3.325796172,0,0,3.705897576
0,0,2.937295577,0,1.184110669,0.295252522,1.027031415,1.010149597,2.075623987,1,1.184110669,,1.04920198,0,0,0,3.546997905,0,0
0,0.764845904,0,0,1.076356598,0.447307571,1.126945088,0.612150656,0,1,1.076356598,,1.059694,0,0,0,0,0,0
0,0,2.514125875,0,1.165546222,0.631790354,1.085270694,0.86461957,0,1,1.165546222,,0.898045763,36.35812805,34.08143312,0.441560509,0,0,0
0,1.843002178,3.574299437,0,1.152724603,0.359283189,1.080040474,0.860452729,0,1,1.152724603,,1.276739759,0,0,0,0,0,0
0,2.144427768,2.772587414,0,0.950055149,1.254133375,0.969440868,1.144206833,0.489808464,1,0.950055149,,0.990368224,0,0,1.460863739,0,0,1.627824169
0,2.756201456,0,0,0.969690629,0.805959587,0.969117398,1.28680318,0.472157709,1,0.969690629,,0.954679279,0,0,1.408220001,0,19.82719168,1.569163838
0,2.941715015,2.852565897,0,1.092455949,0.716839055,0.960464564,1.373414933,1.007875109,1,1.092455949,,1.018936538,0,0,1.503004039,0,21.16171419,1.674780635
0,0.648174495,0,0,1.013518454,0.758148425,1.020154452,1.210467398,0.888296706,1,1.013518454,,0.898045763,0,0,1.324681526,3.035989732,0,1.476077848
0,0.67091746,2.602340818,0,0.839264404,0.784750124,1.044715842,0.805461389,0.459732506,1,0.839264404,,0.92955614,0,0,1.37116158,0,0,1.527870053
0,1.33016679,0,0,0.831966453,1.815161156,0.902001504,1.153327322,0.911469664,1,0.831966453,,0.921473043,0,0,3.17155635,0,0,3.029168453
0,1.29634899,0,0,0.962842531,0.505432283,1.074417987,0.86461957,1.776593413,1,0.962842531,,0.898045763,0,0,0.883121018,3.035989732,0,0
0,0,7.17742387,0,1.109148824,1.683415588,0.86751638,1.316453023,0.845314608,1,1.109148824,,0.854591935,0,0,0.420194678,0,0,0
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,2.144427768,0,0,0.894169552,1.393481528,0.909598839,1.239557402,0.489808464,1,0.894169552,,0.990368224,0,0,1.460863739,3.348100826,0,1.627824169
0,0,2.602340818,0,1.153988555,0.784750124,1.067182849,0.536974259,1.379197518,1,1.153988555,,0.92955614,0,0,0,0,0,0
0,1.285455301,0,0,1.105501641,1.002369906,1.054627757,0.685883088,0,1,1.105501641,,0.89049916,0,0,1.313549749,0,0,1.463673832
0,1.470857508,0,0,0.977460586,0.573471244,1.05897375,0.981010666,1.511812664,1,0.977460586,,1.018936538,0,0,1.503004039,0,0,1.674780635
0,0,0,0,1.25031322,1.084381989,0.989569551,1.020251093,0,1,1.25031322,,0.963358182,0,0,0.473674,0,0,0
0,1.443105479,2.798743899,0,1.015430753,0.843976548,1.026911798,1.155001237,0.494429299,1,1.015430753,,0.999711321,0,0,1.966193964,0,0,1.643181001
0,1.865477815,0,0,1.020934443,1.454658766,0.978684759,1.078314163,0.426093542,1,1.020934443,,0.861539837,0,0,0,2.912575515,0,1.416074683
0,0,2.451792176,0,1.087228887,0.246450452,1.174783103,0.505909633,0,1,1.087228887,,0.875780165,0,0,0,0,0,0
0,2.144427768,2.772587414,0,0.950055149,1.254133375,0.969440868,1.144206833,0.489808464,1,0.950055149,,0.990368224,0,0,1.460863739,0,0,1.627824169
0,0.788500932,3.058421168,0,0.98635198,0.307427884,1.122192274,0.525902625,1.080608364,1,0.98635198,,1.092468041,0,0,0,3.693265859,0,0
0,2.144427768,2.772587414,0,0.950055149,1.254133375,0.969440868,1.144206833,0.489808464,1,0.950055149,,0.990368224,0,0,1.460863739,0,0,1.627824169
0,0,0,0,1.268433701,1.129564572,0.970166226,0.618333996,0,1,1.268433701,,1.60559697,0,0,0,0,0,0
0,1.062285978,4.120372963,0,0.830522066,1.242521029,0.907105422,1.558716947,0.727909801,1,0.830522066,,1.471797222,0,0,2.171005835,4.975649838,0,2.419127584
0,1.416381304,0,0,0.664417653,1.380578921,0.853746279,1.700418488,0.970546401,1,0.664417653,,1.962396296,0,0,2.894674446,0,0,3.225503446
0,5.975358625,0,0,0.934337325,1.863781544,0.860416172,1.594142332,0,1,0.934337325,,1.655771875,0,0,2.442381564,0,0,2.721518532
0,2.415302855,0,0,0.944172454,0.627800099,0.970574717,1.181343371,1.655037021,1,0.944172454,,1.115467368,0,0,1.645393896,0,0,1.833444064
0,1.821061676,0,0,1.139001691,0,1.067182849,1.214584634,0,1,1.139001691,,2.523080952,0,0,0,0,0,0
0,3.476572291,0,0,0.724819258,1.129564572,0.950762902,1.545834989,1.588166839,1,0.724819258,,1.60559697,0,0,2.368370002,5.427981642,0,2.639048274
0,1.390628916,0,0,1.141590331,0.813286492,1.047779524,0.927500993,0.952900103,1,1.141590331,,0.963358182,0,0,1.421022001,0,0,1.583428964
